Año,Mes,Pais de destino,Puerto de embarque,Producto,Monto Fob(US$),Peso (Toneladas)
2021,Junio,Suiza,Aerop. A. Merino Benítez,Plata,4828922.6,5.54109
2021,Junio,Bélgica,Iquique,Cobre,138804.2,23.42
2021,Junio,China,Iquique,Cobre,25627591.93,2669.691
2021,Junio,China,Iquique,Cobre,19310.84,2.047
2021,Junio,China,Iquique,Cobre,19159.41,2.304
2021,Junio,Corea del Sur,Iquique,Cobre,22467826.78,2320.889
2021,Junio,Corea del Sur,Iquique,Cobre,13725.17,1.501
2021,Junio,Corea del Sur,Iquique,Litio,68.8,0.00824
2021,Junio,Corea del Sur,Iquique,Litio,8820573.72,887.68
2021,Junio,Corea del Sur,Iquique,Litio,352913.96,41.24
2021,Junio,Emiratos Árabes Unidos,Iquique,Cobre,242609.36,25.496
2021,Junio,Estados Unidos de América,Iquique,Cobre,10285739.02,1007.606
2021,Junio,Italia,Iquique,Cobre,14030148.78,1421.067
2021,Junio,Japón,Iquique,Litio,1131068.52,185.76
2021,Junio,Argentina,Cristo Redentor (Los Libertadores),Cobre,735851.27,78.638
2021,Junio,Argentina,Cristo Redentor (Los Libertadores),Cobre,52659.5,5.205
2021,Junio,Argentina,Cristo Redentor (Los Libertadores),Litio,418802.0,32.26
2021,Junio,Argentina,Cristo Redentor (Los Libertadores),Litio,121490.0,13.706
2021,Junio,Argentina,Cristo Redentor (Los Libertadores),Plata,30480.46,0.24973
2021,Junio,Bélgica,San Antonio,Cobre,188236.42,23.24
2021,Junio,Bélgica,San Antonio,Cobre,168010.4,23.69
2021,Junio,Bélgica,San Antonio,Cobre,173941.32,24.75
2021,Junio,Brasil,San Antonio,Cobre,24511105.43,2498.19
2021,Junio,Brasil,San Antonio,Cobre,65067188.04,6775.905
2021,Junio,China,San Antonio,Cobre,19616084.38,1979.024
2021,Junio,China,San Antonio,Cobre,9036093.23,947.397
2021,Junio,China,San Antonio,Cobre,4679568.12,500.183
2021,Junio,China,San Antonio,Cobre,71582977.97,7652.954
2021,Junio,China,San Antonio,Cobre,4818503.47,499.685
2021,Junio,China,San Antonio,Cobre,20239142.37,2099.885
2021,Junio,China,San Antonio,Cobre,25989155.33,2817.915
2021,Junio,China,San Antonio,Cobre,30979034.16,3474.936
2021,Junio,China,San Antonio,Cobre,254787.9,26.208
2021,Junio,China,San Antonio,Cobre,1284911.7,142.977
2021,Junio,China,San Antonio,Cobre,411403.45,60.08
2021,Junio,China,San Antonio,Cobre,1383456.4,232.85
2021,Junio,China,San Antonio,Cobre,623938.65,73.693
2021,Junio,China,San Antonio,Cobre,651727.0,82.31
2021,Junio,China,Valparaíso,Cobre,1166520.18,122.062
2021,Junio,China,Valparaíso,Cobre,2812614.66,300.143
2021,Junio,China,Valparaíso,Cobre,19141084.94,2012.89
2021,Junio,China,Valparaíso,Cobre,9302973.58,1000.125
2021,Junio,China,Valparaíso,Cobre,9842096.9,999.848
2021,Junio,China,Valparaíso,Cobre,13588138.73,1416.427
2021,Junio,China,Valparaíso,Litio,500.0,5.6175
2021,Junio,Colombia,San Antonio,Cobre,11057.53,1.04
2021,Junio,Corea del Sur,San Antonio,Cobre,30385908.82,3219.007
2021,Junio,Corea del Sur,San Antonio,Cobre,944540.27,101.069
2021,Junio,Corea del Sur,San Antonio,Cobre,37372183.84,4006.938
2021,Junio,Corea del Sur,San Antonio,Cobre,10302224.1,1100.494
2021,Junio,Corea del Sur,San Antonio,Cobre,13692316.91,1460.893
2021,Junio,Corea del Sur,San Antonio,Cobre,1017179.68,117.4
2021,Junio,Corea del Sur,San Antonio,Cobre,180366.0,21.06
2021,Junio,Corea del Sur,San Antonio,Cobre,1134757.0,129.208
2021,Junio,Corea del Sur,Valparaíso,Cobre,889368.97,146.478
2021,Junio,Corea del Sur,Valparaíso,Cobre,4684927.27,499.887
2021,Junio,Corea del Sur,Valparaíso,Cobre,17219526.41,1807.938
2021,Junio,Corea del Sur,Valparaíso,Litio,63.24,0.01356
2021,Junio,Corea del Sur,Valparaíso,Litio,311518.97,61.56
2021,Junio,Corea del Sur,Valparaíso,Litio,3355288.16,330.4
2021,Junio,Corea del Sur,Valparaíso,Cobre,1789058.08,315.432
2021,Junio,Corea del Sur,Valparaíso,Cobre,4821654.75,500.005
2021,Junio,España,San Antonio,Cobre,1156056.76,151.725
2021,Junio,España,San Antonio,Cobre,1460878.67,201.351
2021,Junio,España,San Antonio,Cobre,732016.14,115.614
2021,Junio,Estados Unidos de América,San Antonio,Cobre,32244988.29,3351.185
2021,Junio,Estados Unidos de América,San Antonio,Cobre,121991.32,23.61
2021,Junio,Estados Unidos de América,Valparaíso,Cobre,12799286.38,1325.47
2021,Junio,Estados Unidos de América,Valparaíso,Cobre,14354132.97,1499.874
2021,Junio,Francia,San Antonio,Cobre,11507967.56,1158.04
2021,Junio,Grecia,San Antonio,Cobre,216476.13,23.115
2021,Junio,India,San Antonio,Cobre,249875.6,73.71
2021,Junio,Japón,San Antonio,Cobre,171973.0,22.476
2021,Junio,Japón,Valparaíso,Litio,202.44,0.04068
2021,Junio,Japón,Valparaíso,Litio,553147.48,82.56
2021,Junio,Japón,Valparaíso,Litio,1003084.14,184.68
2021,Junio,Japón,Valparaíso,Litio,424799.28,49.344
2021,Junio,Japón,Valparaíso,Litio,237310.06,40.92
2021,Junio,Tailandia,San Antonio,Cobre,2788939.04,301.312
2021,Junio,Tailandia,Valparaíso,Cobre,14390542.65,1500.81
2021,Junio,Taiwán (Formosa),San Antonio,Cobre,1415570.78,149.942
2021,Junio,Taiwán (Formosa),San Antonio,Cobre,2052099.47,201.913
2021,Junio,Taiwán (Formosa),San Antonio,Cobre,2865672.79,301.321
2021,Junio,Taiwán (Formosa),San Antonio,Cobre,6647238.84,700.16
2021,Junio,Taiwán (Formosa),Valparaíso,Cobre,16352286.55,1701.511
2021,Junio,Taiwán (Formosa),Valparaíso,Cobre,3785257.8,400.146
2021,Junio,Taiwán (Formosa),Valparaíso,Cobre,11326414.44,1199.865
2021,Junio,Taiwán (Formosa),Valparaíso,Cobre,20035540.39,2094.103
2021,Julio,Alemania,Puerto Angamos,Litio,1519836.84,226.84
2021,Julio,Bélgica,Puerto Angamos,Litio,1782531.19,338.0
2021,Julio,Bélgica,Puerto Angamos,Litio,5683630.04,1045.064
2021,Julio,Brasil,Antofagasta,Cobre,120492836.2,12701.32
2021,Julio,Canadá,Puerto Angamos,Litio,158044.14,20.62
2021,Julio,China,Puerto Angamos,Cobre,18187208.02,1860.401
2021,Julio,China,Puerto Angamos,Cobre,17573046.1,1902.848
2021,Julio,China,Puerto Angamos,Cobre,315746253.16,33491.745
2021,Julio,China,Puerto Angamos,Litio,385.44,0.05424
2021,Julio,China,Puerto Angamos,Litio,1717173.66,222.24
2021,Julio,China,Puerto Angamos,Litio,97.35,0.01133
2021,Julio,China,Puerto Angamos,Litio,788.61,0.13108
2021,Julio,China,Puerto Angamos,Litio,2802235.51,350.88
2021,Julio,China,Puerto Angamos,Litio,19651494.78,1725.96
2021,Julio,China,Puerto Angamos,Litio,1934206.76,288.96
2021,Julio,China,Puerto Angamos,Litio,21490518.6,3015.32
2021,Julio,Colombia,Puerto Angamos,Litio,106333.14,10.28
2021,Julio,Corea del Sur,Puerto Angamos,Cobre,2929251.23,399.028
2021,Julio,Corea del Sur,Puerto Angamos,Cobre,103727561.3,11160.831
2021,Julio,Corea del Sur,Puerto Angamos,Litio,803.0,0.113
2021,Julio,Corea del Sur,Puerto Angamos,Litio,4074289.56,494.4
2021,Julio,Corea del Sur,Puerto Angamos,Litio,161.39,0.01648
2021,Julio,Corea del Sur,Puerto Angamos,Litio,1138.32,0.24408
2021,Julio,Corea del Sur,Puerto Angamos,Litio,5592705.25,1108.08
2021,Julio,Corea del Sur,Puerto Angamos,Litio,5791667.08,825.6
2021,Julio,Corea del Sur,Puerto Angamos,Litio,3233420.88,549.912
2021,Julio,España,Antofagasta,Cobre,1883577.37,201.296
2021,Julio,España,Puerto Angamos,Cobre,38975310.49,4129.746
2021,Julio,Estados Unidos de América,Antofagasta,Cobre,4797412.92,506.736
2021,Julio,Estados Unidos de América,Puerto Angamos,Cobre,4735554.39,501.887
2021,Julio,Estados Unidos de América,Puerto Angamos,Cobre,4816661.33,509.639
2021,Julio,Estados Unidos de América,Puerto Angamos,Cobre,10245591.21,1381.473
2021,Julio,Estados Unidos de América,Puerto Angamos,Cobre,495135453.93,52006.241
2021,Julio,Estados Unidos de América,Puerto Angamos,Litio,8.03,0.00113
2021,Julio,Estados Unidos de América,Puerto Angamos,Litio,1312152.93,125.256
2021,Julio,Estados Unidos de América,Puerto Angamos,Litio,1320119.88,135.06
2021,Julio,Estados Unidos de América,Puerto Angamos,Litio,450370.56,58.824
2021,Julio,Estados Unidos de América,Puerto Angamos,Litio,3096709.68,313.088
2021,Julio,Francia,Puerto Angamos,Cobre,105570227.47,11009.856
2021,Julio,Indonesia,Puerto Angamos,Cobre,2354152.38,250.527
2021,Julio,Italia,Antofagasta,Cobre,2835710.46,304.383
2021,Julio,Italia,Antofagasta,Cobre,4740082.51,503.102
2021,Julio,Italia,Puerto Angamos,Cobre,18024020.57,1907.605
2021,Julio,Japón,Puerto Angamos,Cobre,1855743.65,200.788
2021,Julio,Japón,Puerto Angamos,Litio,878091.62,111.12
2021,Julio,Japón,Puerto Angamos,Litio,269.92,0.05424
2021,Julio,Japón,Puerto Angamos,Litio,1466171.9,271.16
2021,Julio,Japón,Puerto Angamos,Litio,3532256.92,495.36
2021,Julio,Japón,Puerto Angamos,Litio,243002.8,24.46
2021,Julio,Malasia,Puerto Angamos,Cobre,2368574.43,253.175
2021,Julio,México,Puerto Angamos,Litio,194390.43,20.56
2021,Julio,Países Bajos,Antofagasta,Cobre,6620552.4,703.499
2021,Julio,Países Bajos,Puerto Angamos,Cobre,18869283.1,2000.89
2021,Julio,Sudáfrica,Puerto Angamos,Litio,336945.62,25.04
2021,Julio,Tailandia,Puerto Angamos,Cobre,5282959.0,555.115
2021,Julio,Tailandia,Puerto Angamos,Cobre,17461990.54,1852.468
2021,Julio,Taiwán (Formosa),Puerto Angamos,Cobre,4745493.61,503.808
2021,Julio,Taiwán (Formosa),Puerto Angamos,Cobre,91745344.25,9757.172
2021,Julio,Turquía,Puerto Angamos,Cobre,11250608.61,1203.662
2021,Julio,Alemania,Arica,Cobre,1019874.78,100.692
2021,Julio,China,Arica,Cobre,3042284.97,302.616
2021,Julio,Malasia,Arica,Cobre,74355.24,9.3025
2021,Julio,Malasia,Arica,Cobre,48631.14,9.0435
2021,Julio,China,San Vicente,Cobre,319964.0,39.045
2021,Julio,Corea del Sur,Coronel,Cobre,91671.85,11.689
2021,Julio,Japón,Coronel,Cobre,110278.16,13.328
2021,Julio,Argentina,Aerop. A. Merino Benítez,Plata,11309.6,0.26
2021,Julio,Brasil,Aerop. A. Merino Benítez,Plata,368.0,0.0095
2021,Julio,China,Aerop. A. Merino Benítez,Litio,174.58,0.0392
2021,Julio,Corea del Sur,Aerop. A. Merino Benítez,Litio,63.24,0.006
2021,Julio,Corea del Sur,Aerop. A. Merino Benítez,Litio,97.65,0.015
2021,Julio,Costa Rica,Aerop. A. Merino Benítez,Plata,9055.5,0.027
2021,Julio,Estados Unidos de América,Aerop. A. Merino Benítez,Litio,67681.45,10.5
2021,Julio,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,2501146.45,0.216
2021,Julio,Estados Unidos de América,Aerop. A. Merino Benítez,Plata,19914954.09,23.26502
2021,Julio,Guatemala,Aerop. A. Merino Benítez,Plata,80210.2,0.684
2021,Julio,Japón,Aerop. A. Merino Benítez,Litio,55.43,0.012
2021,Julio,Suiza,Aerop. A. Merino Benítez,Oro,453845.91,0.0218
2021,Julio,Suiza,Aerop. A. Merino Benítez,Oro,32312309.92,1.33458
2021,Julio,Suiza,Aerop. A. Merino Benítez,Oro,37328075.4,12.77376
2021,Julio,Suiza,Aerop. A. Merino Benítez,Plata,4836042.33,5.53815
2021,Julio,Alemania,Iquique,Litio,1071871.22,144.56
2021,Julio,Bélgica,Iquique,Litio,807346.98,146.76
2021,Julio,China,Iquique,Cobre,25192784.17,2685.353
2021,Julio,China,Iquique,Cobre,71564.56,7.97
2021,Julio,China,Iquique,Cobre,400879.5,61.21
2021,Julio,China,Iquique,Litio,44.25,0.00515
2021,Julio,Corea del Sur,Iquique,Cobre,20219913.38,2153.682
2021,Julio,Corea del Sur,Iquique,Cobre,31536.74,3.673
2021,Julio,Corea del Sur,Iquique,Litio,63.5,0.00618
2021,Julio,Corea del Sur,Iquique,Litio,6291059.22,825.88
2021,Julio,Corea del Sur,Iquique,Litio,569789.89,82.48
2021,Julio,Emiratos Árabes Unidos,Iquique,Cobre,3706741.31,397.481
2021,Julio,Estados Unidos de América,Iquique,Cobre,28628561.37,3028.035
2021,Julio,Japón,Iquique,Cobre,56663.1,6.797
2021,Julio,Japón,Iquique,Litio,4776521.16,784.32
2021,Julio,Alemania,San Antonio,Litio,1913721.19,268.3
2021,Julio,Argentina,Cristo Redentor (Los Libertadores),Cobre,84042.0,8.13
2021,Julio,Argentina,Cristo Redentor (Los Libertadores),Litio,94773.9,8.224
2021,Julio,Argentina,Cristo Redentor (Los Libertadores),Litio,435461.62,39.62
2021,Julio,Argentina,Cristo Redentor (Los Libertadores),Plata,18048.9,0.09964
2021,Julio,Bélgica,San Antonio,Litio,161965.66,20.56
2021,Julio,Bélgica,San Antonio,Litio,131732.3,24.92
2021,Julio,Bélgica,San Antonio,Litio,658661.5,124.14
2021,Julio,Bélgica,San Antonio,Cobre,168388.02,25.01
2021,Julio,Bélgica,San Antonio,Cobre,325028.65,51.962
2021,Julio,Bélgica,San Antonio,Cobre,151000.0,26.078
2021,Julio,Brasil,San Antonio,Cobre,4862340.39,512.975
2021,Julio,Brasil,San Antonio,Cobre,14762549.73,1525.536
2021,Julio,Brasil,San Antonio,Cobre,1507912.86,197.511
2021,Julio,Brasil,San Antonio,Cobre,13144.66,0.15478
2021,Julio,China,San Antonio,Cobre,14822348.01,1505.55
2021,Julio,China,San Antonio,Cobre,37075844.79,3936.342
2021,Julio,China,San Antonio,Cobre,937197.3,101.269
2021,Julio,China,San Antonio,Cobre,4622169.76,501.073
2021,Julio,China,San Antonio,Cobre,30558557.66,3313.179
2021,Julio,China,San Antonio,Cobre,1436712.9,202.294
2021,Julio,China,San Antonio,Cobre,9887174.49,1724.753
2021,Julio,China,San Antonio,Cobre,12103321.57,1312.356
2021,Julio,China,San Antonio,Cobre,19862050.21,2099.698
2021,Julio,China,San Antonio,Cobre,461979.46,49.628
2021,Julio,China,San Antonio,Cobre,705581.59,83.21
2021,Julio,China,San Antonio,Cobre,377661.15,60.45
2021,Julio,China,San Antonio,Cobre,148215.12,25.91
2021,Julio,China,San Antonio,Cobre,176900.0,20.93
2021,Julio,China,San Antonio,Cobre,1619076.62,206.357
2021,Julio,China,Valparaíso,Cobre,23124344.1,2500.344
2021,Julio,China,Valparaíso,Cobre,22427132.22,4901.17
2021,Julio,China,Valparaíso,Cobre,4566732.91,1000.426
2021,Julio,Corea del Sur,San Antonio,Cobre,13895109.82,1457.885
2021,Julio,Corea del Sur,San Antonio,Cobre,938231.43,101.386
2021,Julio,Corea del Sur,San Antonio,Cobre,6471925.44,701.398
2021,Julio,Corea del Sur,San Antonio,Cobre,967317.2,116.24
2021,Julio,Corea del Sur,San Antonio,Cobre,1093086.0,131.026
2021,Julio,España,San Antonio,Cobre,137645.0,26.24
2021,Julio,España,San Antonio,Cobre,1858564.29,200.834
2021,Julio,Estados Unidos de América,San Antonio,Litio,776240.4,74.816
2021,Julio,Estados Unidos de América,San Antonio,Litio,406213.81,41.04
2021,Julio,Estados Unidos de América,San Antonio,Litio,2234577.58,294.063
2021,Julio,Estados Unidos de América,San Antonio,Litio,977397.65,97.84
2021,Julio,Estados Unidos de América,San Antonio,Cobre,16172729.47,1700.647
2021,Julio,Estados Unidos de América,Valparaíso,Cobre,9481714.53,999.882
2021,Julio,Estados Unidos de América,Valparaíso,Litio,289461.94,58.824
2021,Julio,Francia,San Antonio,Cobre,8181406.63,853.057
2021,Julio,India,San Antonio,Cobre,141195.6,25.151
2021,Julio,Italia,San Antonio,Cobre,2849311.56,301.954
2021,Julio,Italia,Valparaíso,Cobre,4801183.43,499.902
2021,Julio,Malasia,San Antonio,Cobre,339245.84,45.662
2021,Julio,Malasia,Valparaíso,Cobre,107495.4,18.716
2021,Julio,Países Bajos,San Antonio,Cobre,72990.5,12.88246
2021,Julio,Perú,San Antonio,Cobre,6370.03,0.535
2021,Julio,Perú,San Antonio,Cobre,33669.69,3.185
2021,Julio,Tailandia,San Antonio,Cobre,3719398.96,402.195
2021,Julio,Taiwán (Formosa),San Antonio,Cobre,1875667.29,200.97
2021,Julio,Taiwán (Formosa),San Antonio,Cobre,4087605.78,400.153
2021,Julio,Taiwán (Formosa),Valparaíso,Cobre,4639233.92,489.758
2021,Julio,Taiwán (Formosa),Valparaíso,Cobre,26146336.16,2777.227
2021,Julio,Vietnam,San Antonio,Cobre,226174.0,25.832
2021,Agosto,Bélgica,Puerto Angamos,Litio,3950587.64,571.78
2021,Agosto,Brasil,Antofagasta,Cobre,52121820.9,5546.194
2021,Agosto,Canadá,Antofagasta,Cobre,101830199.64,10005.272
2021,Agosto,China,Puerto Angamos,Cobre,35190549.13,3604.892
2021,Agosto,China,Puerto Angamos,Cobre,940613.48,101.576
2021,Agosto,China,Puerto Angamos,Cobre,1851051.49,199.182
2021,Agosto,China,Puerto Angamos,Cobre,3248284.23,350.885
2021,Agosto,China,Puerto Angamos,Cobre,278313155.87,28902.696
2021,Agosto,China,Puerto Angamos,Litio,353.32,0.04972
2021,Agosto,China,Puerto Angamos,Litio,1666559.95,203.72
2021,Agosto,China,Puerto Angamos,Litio,58.08,0.01133
2021,Agosto,China,Puerto Angamos,Litio,1216.48,0.2034
2021,Agosto,China,Puerto Angamos,Litio,2225505.42,433.44
2021,Agosto,China,Puerto Angamos,Litio,36248513.73,2366.88
2021,Agosto,China,Puerto Angamos,Litio,4362312.86,496.56
2021,Agosto,China,Puerto Angamos,Cobre,13710222.51,1399.845
2021,Agosto,China,Puerto Angamos,Cobre,4808585.16,497.587
2021,Agosto,China,Puerto Angamos,Cobre,15361536.54,1635.979
2021,Agosto,China,Puerto Angamos,Cobre,21293795.7,2289.924
2021,Agosto,Corea del Sur,Puerto Angamos,Cobre,1875909.76,200.19
2021,Agosto,Corea del Sur,Puerto Angamos,Cobre,148655480.5,15848.136
2021,Agosto,Corea del Sur,Puerto Angamos,Litio,835.12,0.11752
2021,Agosto,Corea del Sur,Puerto Angamos,Litio,4145546.78,502.08
2021,Agosto,Corea del Sur,Puerto Angamos,Litio,104.52,0.01648
2021,Agosto,Corea del Sur,Puerto Angamos,Litio,927.52,0.19888
2021,Agosto,Corea del Sur,Puerto Angamos,Litio,2443650.15,392.48
2021,Agosto,Corea del Sur,Puerto Angamos,Litio,4772756.14,902.88
2021,Agosto,Corea del Sur,Puerto Angamos,Litio,1801223.19,270.9
2021,Agosto,Corea del Sur,Puerto Angamos,Cobre,1920778.92,197.432
2021,Agosto,Corea del Sur,Puerto Angamos,Cobre,8546618.68,915.42
2021,Agosto,España,Puerto Angamos,Cobre,1857155.19,200.814
2021,Agosto,España,Puerto Angamos,Cobre,22414367.14,2433.868
2021,Agosto,Estados Unidos de América,Antofagasta,Cobre,2796381.76,300.607
2021,Agosto,Estados Unidos de América,Antofagasta,Cobre,47137930.81,5039.889
2021,Agosto,Estados Unidos de América,Puerto Angamos,Cobre,4666484.68,497.357
2021,Agosto,Estados Unidos de América,Puerto Angamos,Cobre,51971052.83,5815.992
2021,Agosto,Estados Unidos de América,Puerto Angamos,Cobre,513187229.96,54431.8564
2021,Agosto,Estados Unidos de América,Puerto Angamos,Litio,374342.39,41.04
2021,Agosto,Estados Unidos de América,Puerto Angamos,Litio,564223.59,62.3
2021,Agosto,Francia,Puerto Angamos,Cobre,30839555.78,3298.341
2021,Agosto,Grecia,Puerto Angamos,Cobre,947167.15,101.595
2021,Agosto,Indonesia,Puerto Angamos,Cobre,4712560.86,503.264
2021,Agosto,Italia,Puerto Angamos,Cobre,1234339.75,133.153
2021,Agosto,Italia,Puerto Angamos,Cobre,14596273.4,1569.911
2021,Agosto,Japón,Puerto Angamos,Litio,899.72,0.1808
2021,Agosto,Japón,Puerto Angamos,Litio,865163.0,103.2
2021,Agosto,Japón,Puerto Angamos,Litio,5369632.72,895.56
2021,Agosto,Japón,Puerto Angamos,Litio,923579.5,73.38
2021,Agosto,México,Puerto Angamos,Cobre,13229042.36,1402.668
2021,Agosto,México,Puerto Angamos,Litio,237593.58,20.52
2021,Agosto,Países Bajos,Puerto Angamos,Cobre,16867679.11,1804.142
2021,Agosto,Tailandia,Puerto Angamos,Cobre,11190115.81,1202.561
2021,Agosto,Taiwán (Formosa),Puerto Angamos,Cobre,4690990.1,502.832
2021,Agosto,Taiwán (Formosa),Puerto Angamos,Cobre,50627510.69,5412.553
2021,Agosto,Taiwán (Formosa),Puerto Angamos,Cobre,8999114.15,957.561
2021,Agosto,Turquía,Puerto Angamos,Cobre,11180881.93,1200.527
2021,Agosto,Alemania,Arica,Cobre,2987061.25,302.622
2021,Agosto,Canadá,Arica,Cobre,944021.93,100.957
2021,Agosto,China,Arica,Cobre,943929.48,100.917
2021,Agosto,Estados Unidos de América,Arica,Cobre,1881623.08,201.331
2021,Agosto,China,Coronel,Cobre,125217.01,21.691
2021,Agosto,China,Coronel,Cobre,301137.89,33.893
2021,Agosto,China,Lirquén,Cobre,657098.6,80.043
2021,Agosto,China,Lirquén,Cobre,285476.88,44.096
2021,Agosto,Corea del Sur,Coronel,Cobre,190935.22,23.787
2021,Agosto,España,Coronel,Cobre,160195.72,21.667
2021,Agosto,España,Coronel,Cobre,141733.0,25.04
2021,Agosto,Malasia,Lirquén,Cobre,85969.5,19.317
2021,Agosto,Argentina,Aerop. A. Merino Benítez,Plata,10974.33,0.1871
2021,Agosto,Argentina,Aerop. A. Merino Benítez,Litio,1.8,0.0002
2021,Agosto,Corea del Sur,Aerop. A. Merino Benítez,Litio,153.61,0.05076
2021,Agosto,Ecuador,Aerop. A. Merino Benítez,Plata,17819.46,0.09
2021,Agosto,España,Aerop. A. Merino Benítez,Oro,2901746.78,0.05
2021,Agosto,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,731175.22,0.01286
2021,Agosto,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,8955331.33,0.634
2021,Agosto,Estados Unidos de América,Aerop. A. Merino Benítez,Plata,27366744.76,32.39451
2021,Agosto,Estados Unidos de América,Aerop. A. Merino Benítez,Cobre,533.0,0.001
2021,Agosto,Estados Unidos de América,Aerop. A. Merino Benítez,Litio,0.5,0.0007
2021,Agosto,Estados Unidos de América,Aerop. A. Merino Benítez,Litio,0.5,0.0008
2021,Agosto,Italia,Aerop. A. Merino Benítez,Oro,408294.81,0.012
2021,Agosto,Japón,Aerop. A. Merino Benítez,Plata,795519.9,0.9164
2021,Agosto,Japón,Aerop. A. Merino Benítez,Litio,5.2,0.0026
2021,Agosto,Suiza,Aerop. A. Merino Benítez,Oro,15436834.65,5.331
2021,Agosto,Suiza,Aerop. A. Merino Benítez,Oro,41116304.26,1.63345
2021,Agosto,Suiza,Aerop. A. Merino Benítez,Plata,4514403.9,5.49047
2021,Agosto,Alemania,Iquique,Litio,1218973.05,164.96
2021,Agosto,Bélgica,Iquique,Litio,5663489.62,895.74
2021,Agosto,Canadá,Iquique,Litio,101168.84,20.62
2021,Agosto,China,Iquique,Cobre,12659844.43,1357.137
2021,Agosto,China,Iquique,Cobre,20263.91,2.282
2021,Agosto,China,Iquique,Cobre,9735.59,1.081
2021,Agosto,China,Iquique,Cobre,122979.0,21.38
2021,Agosto,China,Iquique,Litio,518664.2,103.2
2021,Agosto,Corea del Sur,Iquique,Cobre,12361603.18,1308.956
2021,Agosto,Corea del Sur,Iquique,Cobre,26081.36,3.22
2021,Agosto,Corea del Sur,Iquique,Litio,1277817.02,206.4
2021,Agosto,Emiratos Árabes Unidos,Iquique,Cobre,3737484.65,405.382
2021,Agosto,Estados Unidos de América,Iquique,Cobre,33022870.51,3528.064
2021,Agosto,Estados Unidos de América,Iquique,Litio,192819.3,39.197
2021,Agosto,Italia,Iquique,Cobre,8919126.37,958.069
2021,Agosto,Japón,Iquique,Cobre,31777.52,4.027
2021,Agosto,Japón,Iquique,Litio,3307402.7,392.16
2021,Agosto,Japón,Iquique,Litio,203325.96,24.672
2021,Agosto,Países Bajos,Iquique,Cobre,87036.38,10.918
2021,Agosto,Rusia,Iquique,Litio,2459926.86,412.86
2021,Agosto,Alemania,San Antonio,Cobre,265725.82,46.95
2021,Agosto,Alemania,San Antonio,Litio,640169.74,82.56
2021,Agosto,Argentina,Cristo Redentor (Los Libertadores),Cobre,447999.42,52.849
2021,Agosto,Argentina,Cristo Redentor (Los Libertadores),Cobre,695931.95,100.7305
2021,Agosto,Argentina,Cristo Redentor (Los Libertadores),Cobre,33775.26,3.144
2021,Agosto,Argentina,Cristo Redentor (Los Libertadores),Litio,22148.8,3.084
2021,Agosto,Argentina,Cristo Redentor (Los Libertadores),Litio,64088.8,4.984
2021,Agosto,Argentina,Cristo Redentor (Los Libertadores),Plata,84850.76,0.43576
2021,Agosto,Bélgica,San Antonio,Litio,526929.2,98.76
2021,Agosto,Bélgica,San Antonio,Cobre,103240.94,15.07
2021,Agosto,Bélgica,San Antonio,Cobre,73269.66,9.82
2021,Agosto,Brasil,San Antonio,Cobre,4840034.06,500.259
2021,Agosto,Brasil,San Antonio,Cobre,34414916.54,3602.757
2021,Agosto,Brasil,San Antonio,Cobre,103308493.02,10877.308
2021,Agosto,Brasil,San Antonio,Cobre,1828696.61,247.0
2021,Agosto,China,San Antonio,Cobre,48361404.65,5278.102
2021,Agosto,China,San Antonio,Cobre,1871646.65,200.08
2021,Agosto,China,San Antonio,Cobre,1895811.41,203.67
2021,Agosto,China,San Antonio,Cobre,2805246.78,299.945
2021,Agosto,China,San Antonio,Cobre,15956515.14,1812.511
2021,Agosto,China,San Antonio,Cobre,35179127.84,4725.71
2021,Agosto,China,San Antonio,Cobre,38003877.82,6767.297
2021,Agosto,China,San Antonio,Cobre,1348948.38,162.98
2021,Agosto,China,San Antonio,Cobre,440146.18,64.94
2021,Agosto,China,San Antonio,Cobre,389612.69,69.272
2021,Agosto,China,San Antonio,Cobre,990177.0,126.125
2021,Agosto,China,Valparaíso,Cobre,12153190.56,1300.17
2021,Agosto,China,Valparaíso,Cobre,9602028.41,1000.204
2021,Agosto,China,Valparaíso,Cobre,4730308.66,500.175
2021,Agosto,China,Valparaíso,Cobre,31632885.68,3750.525
2021,Agosto,Corea del Sur,San Antonio,Cobre,19945661.07,2151.754
2021,Agosto,Corea del Sur,San Antonio,Cobre,184292.49,21.52
2021,Agosto,Corea del Sur,San Antonio,Cobre,6618201.0,724.53
2021,Agosto,Corea del Sur,San Antonio,Cobre,680755.79,79.56
2021,Agosto,Corea del Sur,San Antonio,Cobre,544716.0,62.41
2021,Agosto,Corea del Sur,Valparaíso,Cobre,1418032.9,150.92
2021,Agosto,España,San Antonio,Cobre,161419.26,17.445
2021,Agosto,España,San Antonio,Cobre,183008.76,19.775
2021,Agosto,España,San Antonio,Cobre,937816.94,103.099
2021,Agosto,España,San Antonio,Cobre,135584.79,20.584
2021,Agosto,Estados Unidos de América,San Antonio,Cobre,14207901.14,1500.597
2021,Agosto,Estados Unidos de América,San Antonio,Cobre,135772.46,20.08
2021,Agosto,Estados Unidos de América,Valparaíso,Cobre,26215419.96,2775.217
2021,Agosto,Estados Unidos de América,Valparaíso,Litio,93125.87,9.261
