Año,Mes,Pais de destino,Puerto de embarque,Producto,Monto Fob(US$),Peso (Toneladas)
2021,Enero,Alemania,Puerto Angamos,Cobre,772307.79,100.22
2021,Enero,Bélgica,Puerto Angamos,Litio,313523.38,41.12
2021,Enero,Bélgica,Puerto Angamos,Litio,1159695.89,183.6
2021,Enero,Brasil,Antofagasta,Cobre,72127535.33,9121.811
2021,Enero,Canadá,Antofagasta,Cobre,84245485.05,10005.357
2021,Enero,Canadá,Puerto Angamos,Cobre,1596146.83,201.167
2021,Enero,Canadá,Puerto Angamos,Litio,132702.75,20.62
2021,Enero,China,Antofagasta,Cobre,13532650.78,1801.587
2021,Enero,China,Antofagasta,Cobre,136986187.03,17211.234
2021,Enero,China,Antofagasta,Litio,115.79,0.01854
2021,Enero,China,Antofagasta,Litio,217326.27,62.76
2021,Enero,China,Antofagasta,Litio,135039.24,20.72
2021,Enero,China,Antofagasta,Litio,502673.46,149.52
2021,Enero,China,Puerto Angamos,Cobre,44067228.28,4998.233
2021,Enero,China,Puerto Angamos,Cobre,265345478.87,33799.952
2021,Enero,China,Puerto Angamos,Litio,325.8,0.01404
2021,Enero,China,Puerto Angamos,Litio,2940102.09,454.08
2021,Enero,China,Puerto Angamos,Litio,7082287.14,2003.12
2021,Enero,China,Puerto Angamos,Litio,10872043.89,3104.42
2021,Enero,Corea del Sur,Antofagasta,Cobre,798564.0,101.426
2021,Enero,Corea del Sur,Antofagasta,Cobre,36710348.35,4619.666
2021,Enero,Corea del Sur,Antofagasta,Litio,6230807.01,908.64
2021,Enero,Corea del Sur,Puerto Angamos,Cobre,9294636.85,1007.31
2021,Enero,Corea del Sur,Puerto Angamos,Cobre,46612379.43,5506.398
2021,Enero,Corea del Sur,Puerto Angamos,Cobre,3958930.1,500.277
2021,Enero,Corea del Sur,Puerto Angamos,Cobre,77258810.88,9360.814
2021,Enero,Corea del Sur,Puerto Angamos,Litio,5355077.38,666.56
2021,Enero,Corea del Sur,Puerto Angamos,Litio,4996459.36,861.84
2021,Enero,Corea del Sur,Puerto Angamos,Litio,5097568.9,743.44
2021,Enero,Corea del Sur,Puerto Angamos,Litio,892555.58,146.76
2021,Enero,España,Puerto Angamos,Cobre,16971545.9,2085.965
2021,Enero,Estados Unidos de América,Antofagasta,Cobre,52982818.45,6643.454
2021,Enero,Estados Unidos de América,Puerto Angamos,Cobre,4006866.2,503.971
2021,Enero,Estados Unidos de América,Puerto Angamos,Cobre,6038885.53,853.319
2021,Enero,Estados Unidos de América,Puerto Angamos,Cobre,214824512.7,26670.225
2021,Enero,Estados Unidos de América,Puerto Angamos,Litio,35.05,0.00585
2021,Enero,Estados Unidos de América,Puerto Angamos,Litio,384280.78,58.767
2021,Enero,Estados Unidos de América,Puerto Angamos,Litio,314885.39,48.92
2021,Enero,Estados Unidos de América,Puerto Angamos,Cobre,20157993.39,2516.507
2021,Enero,Francia,Puerto Angamos,Cobre,33949233.92,4313.44
2021,Enero,Indonesia,Antofagasta,Cobre,4008703.7,503.41
2021,Enero,Japón,Antofagasta,Litio,67.48,0.01404
2021,Enero,Japón,Antofagasta,Litio,2543805.6,412.8
2021,Enero,Japón,Puerto Angamos,Litio,1073045.24,129.64
2021,Enero,Japón,Puerto Angamos,Litio,891031.96,144.48
2021,Enero,Japón,Puerto Angamos,Litio,5037113.45,809.08
2021,Enero,Países Bajos,Puerto Angamos,Cobre,1613990.54,204.816
2021,Enero,Tailandia,Antofagasta,Cobre,14257770.26,1802.452
2021,Enero,Tailandia,Puerto Angamos,Cobre,10103409.71,1285.171
2021,Enero,Taiwán (Formosa),Antofagasta,Cobre,5861992.72,705.203
2021,Enero,Taiwán (Formosa),Antofagasta,Cobre,44250169.38,5566.423
2021,Enero,Taiwán (Formosa),Puerto Angamos,Cobre,7979952.94,999.914
2021,Enero,Canadá,Arica,Cobre,1410899.71,202.026
2021,Enero,China,Arica,Cobre,1977879.08,302.718
2021,Enero,Brasil,San Vicente,Cobre,190540.87,27.827
2021,Enero,Brasil,San Vicente,Cobre,384128.21,50.588
2021,Enero,Corea del Sur,Lirquén,Cobre,132825.3,19.032
2021,Enero,España,Coronel,Cobre,130636.38,21.813
2021,Enero,Argentina,Aerop. A. Merino Benítez,Plata,21777.39,0.42077
2021,Enero,Bélgica,Aerop. A. Merino Benítez,Litio,22.5,0.005
2021,Enero,China,Aerop. A. Merino Benítez,Litio,200.0,0.01
2021,Enero,Corea del Sur,Aerop. A. Merino Benítez,Litio,173.71,0.0252
2021,Enero,España,Aerop. A. Merino Benítez,Oro,6172338.96,0.1038
2021,Enero,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,3788806.73,0.31017
2021,Enero,Estados Unidos de América,Aerop. A. Merino Benítez,Plata,30839476.82,39.04532
2021,Enero,Estados Unidos de América,Aerop. A. Merino Benítez,Litio,26.75,0.005
2021,Enero,Japón,Aerop. A. Merino Benítez,Plata,663297.83,0.91
2021,Enero,Japón,Aerop. A. Merino Benítez,Litio,43.74,0.0068
2021,Enero,Perú,Aerop. A. Merino Benítez,Plata,4869.15,0.012
2021,Enero,Suiza,Aerop. A. Merino Benítez,Oro,874.44,0.00078
2021,Enero,Suiza,Aerop. A. Merino Benítez,Oro,40370083.24,1.20632
2021,Enero,Suiza,Aerop. A. Merino Benítez,Oro,40947509.4,11.71313
2021,Enero,Alemania,Iquique,Cobre,856073.2,101.312
2021,Enero,Bélgica,Iquique,Cobre,107267.28,20.43
2021,Enero,China,Iquique,Cobre,48640688.55,6045.76
2021,Enero,China,Iquique,Cobre,5188.31,0.74
2021,Enero,China,Iquique,Litio,77.92,0.01236
2021,Enero,China,Iquique,Litio,1862989.62,288.84
2021,Enero,Corea del Sur,Iquique,Cobre,4739410.64,610.11
2021,Enero,Corea del Sur,Iquique,Cobre,30548.3,4.759
2021,Enero,Corea del Sur,Iquique,Litio,4456389.5,651.283
2021,Enero,Emiratos Árabes Unidos,Iquique,Cobre,3201814.81,405.324
2021,Enero,España,Iquique,Cobre,727508.67,94.461
2021,Enero,Italia,Iquique,Cobre,3938647.6,507.491
2021,Enero,Japón,Iquique,Litio,1397099.08,227.04
2021,Enero,Taiwán (Formosa),Iquique,Cobre,4041258.49,506.382
2021,Enero,Argentina,Cristo Redentor (Los Libertadores),Cobre,1810499.1,235.538
2021,Enero,Argentina,Cristo Redentor (Los Libertadores),Cobre,49515.1,6.0958
2021,Enero,Argentina,Cristo Redentor (Los Libertadores),Cobre,301470.0,50.045
2021,Enero,Argentina,Cristo Redentor (Los Libertadores),Plata,43064.46,0.3799
2021,Enero,Bélgica,San Antonio,Cobre,339578.86,62.32
2021,Enero,Bélgica,San Antonio,Cobre,225530.12,43.51
2021,Enero,Brasil,San Antonio,Cobre,9089736.95,1004.718
2021,Enero,Brasil,San Antonio,Cobre,23434324.33,3000.118
2021,Enero,Brasil,San Antonio,Cobre,37089284.4,4565.153
2021,Enero,Brasil,San Antonio,Cobre,882023.13,147.175
2021,Enero,Brasil,San Antonio,Cobre,646450.0,100.926
2021,Enero,China,San Antonio,Cobre,2538380.25,302.07
2021,Enero,China,San Antonio,Cobre,40012168.21,5010.296
2021,Enero,China,San Antonio,Cobre,844517.94,101.776
2021,Enero,China,San Antonio,Cobre,4243255.04,499.884
2021,Enero,China,San Antonio,Cobre,4252590.23,500.93
2021,Enero,China,San Antonio,Cobre,38244144.03,4476.819
2021,Enero,China,San Antonio,Cobre,5647218.69,703.668
2021,Enero,China,San Antonio,Cobre,8017164.28,1000.297
2021,Enero,China,San Antonio,Cobre,31133456.62,5301.449
2021,Enero,China,San Antonio,Cobre,472004.38,68.12
2021,Enero,China,San Antonio,Cobre,489893.8,96.62
2021,Enero,China,San Antonio,Cobre,127118.35,24.85
2021,Enero,China,San Antonio,Cobre,383822.6,88.696
2021,Enero,China,San Antonio,Cobre,146793.64,22.4
2021,Enero,China,Valparaíso,Cobre,8961750.26,1181.493
2021,Enero,China,Valparaíso,Litio,409.56,0.03323
2021,Enero,China,Valparaíso,Litio,217327.95,62.76
2021,Enero,China,Valparaíso,Litio,261449.37,74.76
2021,Enero,China,Valparaíso,Cobre,16704657.96,1999.804
2021,Enero,China,Valparaíso,Cobre,21027520.1,2653.339
2021,Enero,China,Valparaíso,Cobre,40172015.22,6626.37
2021,Enero,Corea del Sur,San Antonio,Cobre,8535024.99,1008.593
2021,Enero,Corea del Sur,San Antonio,Cobre,1155560.06,218.196
2021,Enero,Corea del Sur,San Antonio,Cobre,107027.0,76.79
2021,Enero,Corea del Sur,San Antonio,Cobre,879604.46,100.813
2021,Enero,Corea del Sur,San Antonio,Cobre,34054748.86,3905.606
2021,Enero,Corea del Sur,San Antonio,Cobre,3528659.82,451.448
2021,Enero,Corea del Sur,San Antonio,Cobre,1704951.2,243.68
2021,Enero,Corea del Sur,San Antonio,Cobre,261646.4,40.022
2021,Enero,Corea del Sur,Valparaíso,Cobre,1313470.21,217.3153
2021,Enero,Corea del Sur,Valparaíso,Cobre,8761317.74,1103.499
2021,Enero,Corea del Sur,Valparaíso,Litio,90.96,0.01404
2021,Enero,Estados Unidos de América,San Antonio,Cobre,21724557.43,2649.831
2021,Enero,Estados Unidos de América,Valparaíso,Cobre,1992940.6,250.096
2021,Enero,Francia,San Antonio,Cobre,5265467.6,680.009
2021,Enero,Francia,San Antonio,Cobre,9142831.51,1159.835
2021,Enero,Grecia,San Antonio,Cobre,182193.0,27.733
2021,Enero,India,San Antonio,Cobre,89568.08,32.9
2021,Enero,Italia,San Antonio,Cobre,1239358.13,155.288
2021,Enero,Japón,Valparaíso,Litio,254580.56,41.28
2021,Enero,Países Bajos,San Antonio,Cobre,711708.81,101.32
2021,Enero,Polonia,San Antonio,Cobre,133320.0,21.095
2021,Enero,Tailandia,San Antonio,Cobre,3994200.61,499.981
2021,Enero,Tailandia,San Antonio,Cobre,4806157.6,602.899
2021,Enero,Taiwán (Formosa),San Antonio,Cobre,6388787.24,801.843
2021,Enero,Taiwán (Formosa),San Antonio,Cobre,12939263.55,1615.738
2021,Enero,Taiwán (Formosa),Valparaíso,Cobre,10353768.59,1294.166
2021,Enero,Taiwán (Formosa),Valparaíso,Cobre,22781764.67,2852.349
2021,Febrero,Alemania,Puerto Angamos,Cobre,19129135.3,2007.47
2021,Febrero,Alemania,Puerto Angamos,Litio,1361362.76,206.42
2021,Febrero,Bélgica,Puerto Angamos,Litio,277343.48,41.12
2021,Febrero,Bélgica,Puerto Angamos,Litio,476024.27,91.84
2021,Febrero,Bélgica,Puerto Angamos,Litio,557335.56,124.176
2021,Febrero,Brasil,Antofagasta,Cobre,3198980.7,401.293
2021,Febrero,Brasil,Antofagasta,Cobre,76618365.04,9015.512
2021,Febrero,Canadá,Puerto Angamos,Litio,132123.66,20.62
2021,Febrero,China,Antofagasta,Cobre,8958193.97,1100.972
2021,Febrero,China,Antofagasta,Cobre,55826741.74,6714.957
2021,Febrero,China,Antofagasta,Litio,67.6,0.01872
2021,Febrero,China,Antofagasta,Litio,880410.18,251.04
2021,Febrero,China,Antofagasta,Litio,3674965.2,557.28
2021,Febrero,China,Antofagasta,Litio,270593.03,41.44
2021,Febrero,China,Antofagasta,Litio,2209560.91,621.62
2021,Febrero,China,Puerto Angamos,Cobre,17012060.34,2015.73
2021,Febrero,China,Puerto Angamos,Cobre,219765249.5,25744.819
2021,Febrero,China,Puerto Angamos,Litio,610155.78,166.16
2021,Febrero,China,Puerto Angamos,Litio,683155.05,199.36
2021,Febrero,Corea del Sur,Antofagasta,Cobre,643139.23,75.775
2021,Febrero,Corea del Sur,Antofagasta,Cobre,898233.58,100.066
2021,Febrero,Corea del Sur,Antofagasta,Litio,227.4,0.0351
2021,Febrero,Corea del Sur,Antofagasta,Litio,14.4,0.00206
2021,Febrero,Corea del Sur,Antofagasta,Litio,310100.52,61.56
2021,Febrero,Corea del Sur,Antofagasta,Litio,1590814.74,206.4
2021,Febrero,Corea del Sur,Puerto Angamos,Cobre,10609639.79,1000.958
2021,Febrero,Corea del Sur,Puerto Angamos,Cobre,87078354.65,9601.519
2021,Febrero,Corea del Sur,Puerto Angamos,Litio,90.96,0.01404
2021,Febrero,Corea del Sur,Puerto Angamos,Litio,850310.25,111.12
2021,Febrero,Corea del Sur,Puerto Angamos,Litio,510640.8,102.6
2021,Febrero,Corea del Sur,Puerto Angamos,Litio,795252.37,103.2
2021,Febrero,Corea del Sur,Puerto Angamos,Litio,259466.48,48.92
2021,Febrero,España,Puerto Angamos,Cobre,36400955.6,4278.542
2021,Febrero,España,Puerto Angamos,Litio,410442.91,97.84
2021,Febrero,Estados Unidos de América,Antofagasta,Cobre,6514353.58,928.587
2021,Febrero,Estados Unidos de América,Antofagasta,Cobre,84748174.63,9922.265
2021,Febrero,Estados Unidos de América,Puerto Angamos,Cobre,212869185.37,24745.041
2021,Febrero,Estados Unidos de América,Puerto Angamos,Litio,3.51,0.00059
2021,Febrero,Estados Unidos de América,Puerto Angamos,Litio,324040.32,46.3
2021,Febrero,Estados Unidos de América,Puerto Angamos,Litio,477442.5,91.76
2021,Febrero,Estados Unidos de América,Puerto Angamos,Litio,515410.75,78.356
2021,Febrero,Estados Unidos de América,Puerto Angamos,Litio,2099828.07,381.576
2021,Febrero,Francia,Puerto Angamos,Cobre,9194186.73,1082.674
2021,Febrero,Grecia,Puerto Angamos,Cobre,845046.13,99.63
2021,Febrero,Indonesia,Antofagasta,Cobre,1696283.77,200.696
2021,Febrero,Italia,Puerto Angamos,Cobre,15232354.28,1751.04
2021,Febrero,Japón,Antofagasta,Litio,191.19,0.03978
2021,Febrero,Japón,Antofagasta,Litio,920161.46,172.96
2021,Febrero,Japón,Antofagasta,Litio,118782.11,20.46
2021,Febrero,México,Puerto Angamos,Cobre,17330290.56,2101.643
2021,Febrero,Países Bajos,Puerto Angamos,Cobre,7891243.35,961.433
2021,Febrero,Sudáfrica,Antofagasta,Litio,302791.16,41.12
2021,Febrero,Tailandia,Antofagasta,Cobre,4223560.37,500.996
2021,Febrero,Taiwán (Formosa),Antofagasta,Cobre,2702678.69,300.431
2021,Febrero,Taiwán (Formosa),Antofagasta,Cobre,8472898.3,1001.979
2021,Febrero,Alemania,Arica,Cobre,1500817.48,201.737
2021,Febrero,China,Arica,Cobre,4494416.84,605.681
2021,Febrero,Bélgica,San Vicente,Cobre,101351.32,18.024
2021,Febrero,Brasil,San Vicente,Cobre,31784.61,4.554
2021,Febrero,Brasil,San Vicente,Cobre,126673.54,16.518
2021,Febrero,China,Coronel,Litio,1461.64,0.07488
2021,Febrero,China,Lirquén,Cobre,114685.38,22.04
2021,Febrero,China,San Vicente,Cobre,90256.0,20.023
2021,Febrero,Corea del Sur,Coronel,Cobre,108296.2,16.024
2021,Febrero,Corea del Sur,Lirquén,Cobre,427669.2,60.092
2021,Febrero,Corea del Sur,San Vicente,Cobre,136938.0,20.031
2021,Febrero,España,San Vicente,Cobre,4235851.67,502.379
2021,Febrero,Japón,Coronel,Litio,101.22,0.02106
2021,Febrero,Argentina,Aerop. A. Merino Benítez,Plata,26449.18,0.28413
2021,Febrero,Canadá,Aerop. A. Merino Benítez,Cobre,339.27,0.0015
2021,Febrero,China,Aerop. A. Merino Benítez,Litio,91.64,0.0188
2021,Febrero,Corea del Sur,Aerop. A. Merino Benítez,Litio,191.95,0.0246
2021,Febrero,Costa Rica,Aerop. A. Merino Benítez,Plata,11286.25,0.037
2021,Febrero,Ecuador,Aerop. A. Merino Benítez,Plata,37669.92,0.208
2021,Febrero,España,Aerop. A. Merino Benítez,Oro,4467504.59,0.07698
2021,Febrero,Estados Unidos de América,Aerop. A. Merino Benítez,Plata,25539680.92,31.81821
2021,Febrero,Estados Unidos de América,Aerop. A. Merino Benítez,Cobre,168.0,0.014
2021,Febrero,Estados Unidos de América,Aerop. A. Merino Benítez,Litio,73.66,0.011
2021,Febrero,Guatemala,Aerop. A. Merino Benítez,Plata,44449.4,0.414
2021,Febrero,Japón,Aerop. A. Merino Benítez,Plata,732445.4,0.92
2021,Febrero,Japón,Aerop. A. Merino Benítez,Litio,37.58,0.0059
2021,Febrero,Suiza,Aerop. A. Merino Benítez,Oro,2146.48,0.00312
2021,Febrero,Suiza,Aerop. A. Merino Benítez,Oro,65781.0,0.0964
2021,Febrero,Suiza,Aerop. A. Merino Benítez,Oro,20676725.73,6.7322
2021,Febrero,Suiza,Aerop. A. Merino Benítez,Oro,31251673.54,1.45575
2021,Febrero,Alemania,Iquique,Cobre,3430152.99,405.736
2021,Febrero,China,Iquique,Cobre,100758.4,20.77
2021,Febrero,China,Iquique,Litio,40.0,0.00515
2021,Febrero,China,Iquique,Litio,4432952.36,639.84
2021,Febrero,Corea del Sur,Iquique,Cobre,7335651.67,917.315
2021,Febrero,Corea del Sur,Iquique,Cobre,5039.61,0.757
2021,Febrero,Corea del Sur,Iquique,Litio,100.8,0.01442
2021,Febrero,Corea del Sur,Iquique,Litio,5426556.35,722.4
2021,Febrero,Corea del Sur,Iquique,Litio,271119.6,41.24
2021,Febrero,Alemania,San Antonio,Litio,270475.21,41.24
2021,Febrero,Argentina,Cristo Redentor (Los Libertadores),Cobre,202263.82,26.287
2021,Febrero,Argentina,Cristo Redentor (Los Libertadores),Cobre,2051752.37,260.198
2021,Febrero,Argentina,Cristo Redentor (Los Libertadores),Cobre,463017.34,75.611
2021,Febrero,Argentina,Cristo Redentor (Los Libertadores),Litio,403968.4,45.232
2021,Febrero,Argentina,Cristo Redentor (Los Libertadores),Litio,95904.0,14.952
2021,Febrero,Argentina,Cristo Redentor (Los Libertadores),Plata,40000.0,0.0559
2021,Febrero,Argentina,Cristo Redentor (Los Libertadores),Plata,33685.78,0.21759
2021,Febrero,Bélgica,San Antonio,Litio,878127.8,222.9
2021,Febrero,Bélgica,San Antonio,Cobre,1269391.56,177.67
2021,Febrero,Bélgica,San Antonio,Cobre,275115.6,47.0
2021,Febrero,Bélgica,Valparaíso,Cobre,131540.0,26.103
2021,Febrero,Brasil,San Antonio,Cobre,12260568.23,1399.999
2021,Febrero,Brasil,San Antonio,Cobre,21900293.11,2609.402
2021,Febrero,Brasil,San Antonio,Cobre,34526628.62,4150.689
2021,Febrero,Brasil,San Antonio,Cobre,899254.47,147.897
2021,Febrero,Brasil,San Antonio,Cobre,1051346.0,148.568
2021,Febrero,Canadá,San Antonio,Cobre,2521681.82,301.574
2021,Febrero,China,San Antonio,Cobre,22290415.28,2511.949
2021,Febrero,China,San Antonio,Cobre,23499114.94,2931.195
2021,Febrero,China,San Antonio,Cobre,56136407.63,6251.155
2021,Febrero,China,San Antonio,Cobre,154744.82,21.2
2021,Febrero,China,San Antonio,Cobre,5397257.52,651.958
2021,Febrero,China,San Antonio,Cobre,8509523.58,999.992
2021,Febrero,China,San Antonio,Cobre,32110108.08,3824.811
2021,Febrero,China,San Antonio,Cobre,35644141.13,4200.011
2021,Febrero,China,San Antonio,Cobre,306880.14,41.654
2021,Febrero,China,San Antonio,Cobre,233649.2,45.528
2021,Febrero,China,San Antonio,Cobre,83447.86,11.327
2021,Febrero,China,San Antonio,Cobre,1337848.32,182.411
2021,Febrero,China,San Antonio,Cobre,219402.07,42.81
2021,Febrero,China,San Antonio,Cobre,619529.56,120.939
2021,Febrero,China,San Antonio,Cobre,180586.64,25.08
2021,Febrero,China,San Antonio,Cobre,476476.04,66.23
2021,Febrero,China,Valparaíso,Cobre,3936052.41,453.658
2021,Febrero,China,Valparaíso,Cobre,13479841.51,1703.136
2021,Febrero,China,Valparaíso,Cobre,25064597.06,2910.415
2021,Febrero,China,Valparaíso,Litio,33.92,0.00936
2021,Febrero,China,Valparaíso,Litio,737394.3,103.2
2021,Febrero,China,Valparaíso,Litio,1580955.9,448.56
2021,Febrero,China,Valparaíso,Cobre,4473187.3,500.242
2021,Febrero,China,Valparaíso,Cobre,10862649.82,1248.289
2021,Febrero,China,Valparaíso,Cobre,5992352.84,705.975
2021,Febrero,Colombia,San Antonio,Cobre,139416.03,20.014
2021,Febrero,Corea del Sur,San Antonio,Cobre,15378953.72,1705.792
2021,Febrero,Corea del Sur,San Antonio,Cobre,657611.37,101.102
2021,Febrero,Corea del Sur,San Antonio,Cobre,10880585.0,1307.421
2021,Febrero,Corea del Sur,San Antonio,Cobre,1142100.75,161.122
2021,Febrero,Corea del Sur,San Antonio,Cobre,139606.9,21.041
2021,Febrero,Corea del Sur,Valparaíso,Cobre,797828.95,101.589
2021,Febrero,Corea del Sur,Valparaíso,Cobre,17339299.14,2057.314
2021,Febrero,Corea del Sur,Valparaíso,Litio,90.96,0.01404
2021,Febrero,Corea del Sur,Valparaíso,Litio,742807.24,92.6
2021,Febrero,Corea del Sur,Valparaíso,Litio,307704.92,61.56
2021,Febrero,Corea del Sur,Valparaíso,Litio,2863063.53,371.52
2021,Febrero,Corea del Sur,Valparaíso,Litio,1675763.64,313.16
2021,Febrero,España,San Antonio,Cobre,4490617.86,554.197
2021,Febrero,España,San Antonio,Cobre,137360.12,23.95
2021,Febrero,España,San Antonio,Litio,300.0,3.59459
2021,Febrero,Estados Unidos de América,San Antonio,Litio,107640.09,21.0
2021,Febrero,Estados Unidos de América,San Antonio,Cobre,5646010.13,625.014
2021,Febrero,Estados Unidos de América,San Antonio,Cobre,38225185.66,4451.548
2021,Febrero,Estados Unidos de América,Valparaíso,Cobre,1991328.74,250.08
2021,Febrero,Francia,San Antonio,Cobre,4422665.11,556.3
2021,Febrero,India,San Antonio,Cobre,159099.02,45.215
2021,Febrero,Italia,San Antonio,Cobre,143012.4,24.56
2021,Febrero,Japón,San Antonio,Cobre,805812.18,100.95
2021,Febrero,Japón,Valparaíso,Litio,223121.02,41.04
2021,Febrero,Tailandia,San Antonio,Cobre,1714265.47,201.193
2021,Febrero,Tailandia,San Antonio,Cobre,62183.88,13.304
2021,Febrero,Tailandia,San Antonio,Cobre,45666.32,10.436
2021,Febrero,Taiwán (Formosa),San Antonio,Cobre,6620840.22,831.207
2021,Febrero,Taiwán (Formosa),San Antonio,Cobre,1650657.05,200.897
2021,Febrero,Taiwán (Formosa),San Antonio,Cobre,5961011.13,700.204
2021,Febrero,Taiwán (Formosa),Valparaíso,Cobre,11903374.63,1408.263
2021,Febrero,Taiwán (Formosa),Valparaíso,Cobre,7945421.74,950.158
2021,Febrero,Taiwán (Formosa),Valparaíso,Cobre,11078622.8,1305.061
2021,Marzo,Alemania,Puerto Angamos,Cobre,5449358.15,507.99
2021,Marzo,Alemania,Puerto Angamos,Litio,277048.48,41.2854
2021,Marzo,Bélgica,Puerto Angamos,Litio,138518.32,20.56
2021,Marzo,Bélgica,Puerto Angamos,Litio,195182.83,49.84
2021,Marzo,Bélgica,Puerto Angamos,Litio,3119333.82,789.62
2021,Marzo,Brasil,Antofagasta,Cobre,2788301.13,300.569
2021,Marzo,Brasil,Antofagasta,Cobre,95866919.94,10652.269
2021,Marzo,Canadá,Antofagasta,Cobre,106299520.53,10015.176
2021,Marzo,China,Antofagasta,Cobre,58656283.42,6440.693
2021,Marzo,China,Antofagasta,Litio,217.04,0.00936
2021,Marzo,China,Antofagasta,Litio,469975.98,124.32
2021,Marzo,China,Antofagasta,Litio,3836570.34,536.64
2021,Marzo,China,Antofagasta,Litio,541186.06,82.88
2021,Marzo,China,Antofagasta,Litio,266360.68,74.76
2021,Marzo,China,Puerto Angamos,Cobre,28485462.64,3013.616
2021,Marzo,China,Puerto Angamos,Cobre,2732277.34,302.744
2021,Marzo,China,Puerto Angamos,Cobre,292219135.42,32399.009
2021,Marzo,China,Puerto Angamos,Litio,394.47,0.10867
2021,Marzo,China,Puerto Angamos,Litio,738174.3,103.2
2021,Marzo,China,Puerto Angamos,Litio,1912521.52,543.52
2021,Marzo,China,Puerto Angamos,Litio,710295.87,196.6
2021,Marzo,Corea del Sur,Antofagasta,Cobre,10036628.39,1001.036
2021,Marzo,Corea del Sur,Antofagasta,Cobre,14888245.14,1651.926
2021,Marzo,Corea del Sur,Antofagasta,Litio,90.96,0.01404
2021,Marzo,Corea del Sur,Antofagasta,Litio,1212535.17,166.68
2021,Marzo,Corea del Sur,Antofagasta,Litio,8.09,0.00103
2021,Marzo,Corea del Sur,Antofagasta,Litio,310109.7,61.56
2021,Marzo,Corea del Sur,Antofagasta,Litio,320959.87,41.32
2021,Marzo,Corea del Sur,Puerto Angamos,Cobre,9888589.76,1001.098
2021,Marzo,Corea del Sur,Puerto Angamos,Cobre,44142646.84,4736.192
2021,Marzo,Corea del Sur,Puerto Angamos,Litio,136.44,0.02106
2021,Marzo,Corea del Sur,Puerto Angamos,Litio,306395.48,61.56
2021,Marzo,Corea del Sur,Puerto Angamos,Litio,517815.96,97.84
2021,Marzo,España,Puerto Angamos,Cobre,25407989.39,2849.647
2021,Marzo,Estados Unidos de América,Antofagasta,Cobre,5007366.34,749.293
2021,Marzo,Estados Unidos de América,Antofagasta,Cobre,224784254.56,23944.951
2021,Marzo,Estados Unidos de América,Puerto Angamos,Cobre,1753359.46,201.241
2021,Marzo,Estados Unidos de América,Puerto Angamos,Cobre,238487828.24,26449.641
2021,Marzo,Estados Unidos de América,Puerto Angamos,Litio,10.53,0.00177
2021,Marzo,Estados Unidos de América,Puerto Angamos,Litio,133822.38,20.52
2021,Marzo,Estados Unidos de América,Puerto Angamos,Litio,107640.09,21.0
2021,Marzo,Estados Unidos de América,Puerto Angamos,Litio,1691679.64,235.201
2021,Marzo,Estados Unidos de América,Puerto Angamos,Litio,98116.48,18.345
2021,Marzo,Francia,Puerto Angamos,Cobre,81274397.43,9483.724
2021,Marzo,Grecia,Puerto Angamos,Cobre,2659443.07,300.671
2021,Marzo,Indonesia,Antofagasta,Cobre,1694180.94,200.445
2021,Marzo,Indonesia,Puerto Angamos,Cobre,3613454.48,402.246
2021,Marzo,Italia,Puerto Angamos,Cobre,23422945.52,2605.856
2021,Marzo,Japón,Antofagasta,Litio,142116.4,20.64
2021,Marzo,Japón,Antofagasta,Litio,669503.48,123.12
2021,Marzo,Japón,Puerto Angamos,Litio,134.95,0.02808
2021,Marzo,Japón,Puerto Angamos,Litio,185866.47,36.69
2021,Marzo,México,Puerto Angamos,Cobre,10890329.34,1206.867
2021,Marzo,Países Bajos,Puerto Angamos,Cobre,12642210.65,1402.836
2021,Marzo,Sudáfrica,Antofagasta,Litio,151397.17,20.56
2021,Marzo,Tailandia,Antofagasta,Cobre,5407741.61,602.719
2021,Marzo,Taiwán (Formosa),Antofagasta,Cobre,1807992.49,200.975
2021,Marzo,Taiwán (Formosa),Antofagasta,Cobre,30333734.1,3513.471
2021,Marzo,Taiwán (Formosa),Puerto Angamos,Cobre,7305848.94,773.519
2021,Marzo,Turquía,Puerto Angamos,Cobre,11114829.4,1191.468
2021,Marzo,Alemania,Arica,Cobre,796860.95,100.932
2021,Marzo,China,Arica,Cobre,1593649.07,201.88
2021,Marzo,Bélgica,San Vicente,Cobre,125010.0,21.036
2021,Marzo,Brasil,San Vicente,Cobre,133065.49,17.857
2021,Marzo,Brasil,San Vicente,Cobre,864297.1,103.131
2021,Marzo,Brasil,San Vicente,Cobre,166416.71,19.086
2021,Marzo,China,Coronel,Cobre,5469511.96,600.126
2021,Marzo,China,Coronel,Cobre,7413132.76,799.167
2021,Marzo,China,Coronel,Litio,230427.67,62.36
2021,Marzo,China,Coronel,Litio,532717.52,149.52
2021,Marzo,China,Lirquén,Cobre,113583.74,20.538
2021,Marzo,Corea del Sur,Coronel,Cobre,3340447.74,500.404
2021,Marzo,Corea del Sur,Coronel,Cobre,10804369.7,1203.612
2021,Marzo,Corea del Sur,Coronel,Litio,310102.68,61.56
2021,Marzo,Corea del Sur,Lirquén,Cobre,148518.56,19.031
2021,Marzo,Corea del Sur,San Vicente,Cobre,128847.0,19.692
2021,Marzo,Japón,Coronel,Litio,788549.97,142.02
