AÑO,MES,PAÍS DESTINO,PUERTO EMBARQUE,PRODUCTO,MONTO FOB (US$),PESO EN TONELADAS
2024,Diciembre,Tailandia,Puerto Angamos,Cobre,2332940.18,250.628
2024,Diciembre,Tailandia,Puerto Angamos,Cobre,2675858.43,301.888
2024,Diciembre,Tailandia,Puerto Angamos,Cobre,5311206.31,602.944
2024,Diciembre,Taiwán (Formosa),Puerto Angamos,Cobre,903809.65,100.615
2024,Diciembre,Taiwán (Formosa),Puerto Angamos,Cobre,9295930.77,1004.594
2024,Diciembre,Taiwán (Formosa),Puerto Angamos,Cobre,9712182.49,1054.366
2024,Diciembre,Taiwán (Formosa),Puerto Angamos,Litio,361282.52,61.86
2024,Diciembre,China,Arica,Cobre,1806245.03,201.829
2024,Diciembre,China,Arica,Cobre,179589.32,21.21
2024,Diciembre,Japón,Arica,Cobre,165285.9,21.652
2024,Diciembre,México,Arica,Cobre,3720407.85,403.581
2024,Diciembre,Estados Unidos de América,Chañaral / Barquito,Cobre,48369055.63,5098.536
2024,Diciembre,Bélgica,San Vicente,Cobre,156133.1,20.484
2024,Diciembre,Bélgica,San Vicente,Cobre,202664.25,28.282
2024,Diciembre,China,Coronel,Cobre,6224858.11,705.269
2024,Diciembre,China,Coronel,Cobre,155567.41,18.16
2024,Diciembre,China,Lirquén,Cobre,320594.0,39.262
2024,Diciembre,China,Lirquén,Cobre,446856.0,74.65
2024,Diciembre,China,Lirquén,Cobre,230688.81,26.979
2024,Diciembre,China,San Vicente,Cobre,665247.89,79.19
2024,Diciembre,China,San Vicente,Cobre,281349.17,49.824
2024,Diciembre,Corea del Sur,Coronel,Cobre,97568.3,12.393
2024,Diciembre,Corea del Sur,Lirquén,Cobre,97621.5,12.183
2024,Diciembre,Corea del Sur,San Vicente,Cobre,281380.93,35.079
2024,Diciembre,Japón,Coronel,Litio,3318071.12,495.36
2024,Diciembre,Japón,Coronel,Cobre,151552.6,20.045
2024,Diciembre,Japón,San Vicente,Cobre,95719.23,20.366
2024,Diciembre,Perú,Coronel,Cobre,175192.82,19.853
2024,Diciembre,Canadá,Aerop. A. Merino Benítez,Oro,15600152.66,2.16027
2024,Diciembre,Ecuador,Aerop. A. Merino Benítez,Plata,30942.45,0.11
2024,Diciembre,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,3197953.73,0.04152
2024,Diciembre,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,11531452.57,0.14148
2024,Diciembre,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,1279303.02,0.06718
2024,Diciembre,Estados Unidos de América,Aerop. A. Merino Benítez,Plata,1878745.07,2.12466
2024,Diciembre,Estados Unidos de América,Aerop. A. Merino Benítez,Plata,33522238.55,32.44434
2024,Diciembre,Perú,Aerop. A. Merino Benítez,Plata,3854.42,0.01087
2024,Diciembre,Suiza,Aerop. A. Merino Benítez,Oro,2183302.08,0.02631
2024,Diciembre,Suiza,Aerop. A. Merino Benítez,Oro,2185602.0,0.02569
2024,Diciembre,Suiza,Aerop. A. Merino Benítez,Oro,204014.48,0.041
2024,Diciembre,Suiza,Aerop. A. Merino Benítez,Oro,17498743.39,3.367
2024,Diciembre,Suiza,Aerop. A. Merino Benítez,Oro,25962155.93,3.28978
2024,Diciembre,Suiza,Aerop. A. Merino Benítez,Oro,47427403.76,14.191
2024,Diciembre,Turquía,Aerop. A. Merino Benítez,Oro,258464.0,0.00422
2024,Diciembre,China,Iquique,Cobre,1661931.1,194.09
2024,Diciembre,China,Iquique,Cobre,111874.4,20.21
2024,Diciembre,Corea del Sur,Iquique,Cobre,2502436.58,306.52
2024,Diciembre,Estados Unidos de América,Iquique,Cobre,119000.76,15.06
2024,Diciembre,Alemania,Cristo Redentor (Los Libertadores),Litio,122194.0,20.64
2024,Diciembre,Argentina,Cristo Redentor (Los Libertadores),Cobre,487366.67,52.049
2024,Diciembre,Argentina,Cristo Redentor (Los Libertadores),Litio,50239.9,4.12
2024,Diciembre,Argentina,Cristo Redentor (Los Libertadores),Plata,20494.4,0.21948
2024,Diciembre,Bélgica,San Antonio,Cobre,590135.0,66.25
2024,Diciembre,Bélgica,San Antonio,Cobre,213598.66,24.72
2024,Diciembre,Bélgica,San Antonio,Cobre,392153.73,50.935
2024,Diciembre,Bélgica,Valparaíso,Cobre,184895.95,23.61
2024,Diciembre,Brasil,San Antonio,Cobre,25111177.59,2634.491
2024,Diciembre,Brasil,San Antonio,Cobre,63409720.39,6984.347
2024,Diciembre,Brasil,San Antonio,Cobre,186750.2,23.295
2024,Diciembre,Brasil,San Antonio,Cobre,739209.52,102.64
2024,Diciembre,Brasil,San Antonio,Cobre,64786.42,7.445
2024,Diciembre,Brasil,San Antonio,Cobre,154341.78,17.745
2024,Diciembre,China,San Antonio,Cobre,997345.75,101.484
2024,Diciembre,China,San Antonio,Cobre,24777996.14,2510.669
2024,Diciembre,China,San Antonio,Cobre,362713.0,48.04
2024,Diciembre,China,San Antonio,Cobre,469920.45,50.546
2024,Diciembre,China,San Antonio,Cobre,8552446.24,905.289
2024,Diciembre,China,San Antonio,Cobre,19059123.85,2036.978
2024,Diciembre,China,San Antonio,Cobre,40352508.21,4501.557
2024,Diciembre,China,San Antonio,Cobre,228244.0,27.547
2024,Diciembre,China,San Antonio,Cobre,198722.0,23.0
2024,Diciembre,China,San Antonio,Cobre,344898.08,41.57
2024,Diciembre,China,San Antonio,Cobre,408449.93,73.45
2024,Diciembre,China,San Antonio,Cobre,137395.35,23.27
2024,Diciembre,China,San Antonio,Cobre,164138.62,20.72
2024,Diciembre,China,San Antonio,Cobre,731659.07,115.36
2024,Diciembre,China,San Antonio,Cobre,159274.77,25.604
2024,Diciembre,China,San Antonio,Cobre,210438.45,23.4
2024,Diciembre,China,San Antonio,Cobre,3646487.42,457.653
2024,Diciembre,China,Valparaíso,Cobre,13541897.66,1515.185
2024,Diciembre,China,Valparaíso,Cobre,17596654.3,1953.44
2024,Diciembre,China,Valparaíso,Litio,3694542.35,516.0
2024,Diciembre,China,Valparaíso,Cobre,36337669.72,4001.582
2024,Diciembre,China,Valparaíso,Cobre,1393944.44,163.97
2024,Diciembre,Colombia,San Antonio,Cobre,745156.28,74.52
2024,Diciembre,Colombia,San Antonio,Cobre,1432827.36,149.04
2024,Diciembre,Corea del Sur,San Antonio,Cobre,294827.0,299.2
2024,Diciembre,Corea del Sur,San Antonio,Cobre,28755097.9,2907.791
2024,Diciembre,Corea del Sur,San Antonio,Cobre,1852083.61,201.032
2024,Diciembre,Corea del Sur,San Antonio,Cobre,3642946.28,400.067
2024,Diciembre,Corea del Sur,San Antonio,Cobre,786022.41,103.745
2024,Diciembre,Corea del Sur,San Antonio,Cobre,331176.26,39.7
2024,Diciembre,Corea del Sur,San Antonio,Cobre,1024527.1,119.39
2024,Diciembre,Corea del Sur,Valparaíso,Cobre,8479150.04,897.269
2024,Diciembre,España,San Antonio,Cobre,18269692.35,2000.927
2024,Diciembre,España,San Antonio,Cobre,1824742.84,684.11
2024,Diciembre,Estados Unidos de América,San Antonio,Cobre,12107374.5,1300.477
2024,Diciembre,Estados Unidos de América,Valparaíso,Cobre,435181.85,50.263
2024,Diciembre,Italia,San Antonio,Cobre,3709412.52,405.059
2024,Diciembre,Italia,San Antonio,Cobre,4718989.37,500.208
2024,Diciembre,Japón,San Antonio,Cobre,481959.0,60.88
2024,Diciembre,Japón,San Antonio,Cobre,173245.14,25.0
2024,Diciembre,Japón,Valparaíso,Litio,1770944.33,247.68
2024,Diciembre,Malasia,San Antonio,Cobre,112913.0,20.68
2024,Diciembre,Malasia,San Antonio,Cobre,238870.11,50.1385
2024,Diciembre,Tailandia,San Antonio,Cobre,3707786.04,402.489
2024,Diciembre,Tailandia,San Antonio,Cobre,41320.08,25.82
2024,Diciembre,Tailandia,Valparaíso,Cobre,8947045.21,1003.323
2024,Diciembre,Taiwán (Formosa),San Antonio,Cobre,6428226.61,682.631
2024,Diciembre,Taiwán (Formosa),Valparaíso,Cobre,1787696.9,201.342
2024,Diciembre,Taiwán (Formosa),Valparaíso,Cobre,4678417.31,518.615
2024,Diciembre,Taiwán (Formosa),Valparaíso,Cobre,20435240.18,2231.303
2024,Diciembre,Uruguay,Cristo Redentor (Los Libertadores),Cobre,7800.0,0.536
