AÑO,MES,PAÍS DESTINO,PUERTO EMBARQUE,PRODUCTO,MONTO FOB (US$),PESO EN TONELADAS
2024,Enero,Alemania,Puerto Angamos,Cobre,10417866.41,1252.204
2024,Enero,Argentina,Jama,Litio,600.0,2.23
2024,Enero,Bélgica,Antofagasta,Litio,2595763.1,123.24
2024,Enero,Bélgica,Antofagasta,Litio,1665067.48,123.68
2024,Enero,Bélgica,Antofagasta,Litio,6327256.12,471.64
2024,Enero,Brasil,Antofagasta,Cobre,420493.07,50.089
2024,Enero,Brasil,Antofagasta,Cobre,1661428.68,200.675
2024,Enero,Brasil,Antofagasta,Cobre,2030431.86,245.623
2024,Enero,Brasil,Antofagasta,Cobre,5267273.22,631.835
2024,Enero,Brasil,Antofagasta,Cobre,9147220.84,1102.301
2024,Enero,Brasil,Antofagasta,Cobre,11408244.32,1369.318
2024,Enero,Brasil,Antofagasta,Cobre,28118664.2,3369.224
2024,Enero,China,Antofagasta,Cobre,3369155.44,402.71
2024,Enero,China,Puerto Angamos,Cobre,15918384.94,1807.047
2024,Enero,China,Puerto Angamos,Cobre,38672534.92,4509.67
2024,Enero,China,Puerto Angamos,Cobre,5295625.87,599.047
2024,Enero,China,Puerto Angamos,Cobre,24049195.42,2765.2
2024,Enero,China,Puerto Angamos,Cobre,1655384.24,200.255
2024,Enero,China,Puerto Angamos,Cobre,4283580.1,511.101
2024,Enero,China,Puerto Angamos,Cobre,12593156.18,1502.581
2024,Enero,China,Puerto Angamos,Cobre,19221569.57,2304.972
2024,Enero,China,Puerto Angamos,Cobre,49393730.5,6016.265
2024,Enero,China,Puerto Angamos,Cobre,78839075.65,9481.147
2024,Enero,China,Puerto Angamos,Cobre,272394283.31,32674.184
2024,Enero,China,Puerto Angamos,Litio,234.0,0.12051
2024,Enero,China,Puerto Angamos,Litio,4048854.6,502.7625
2024,Enero,China,Puerto Angamos,Litio,18749175.63,2308.7225
2024,Enero,China,Puerto Angamos,Litio,84058359.94,2786.4
2024,Enero,China,Puerto Angamos,Litio,3792178.21,473.48
2024,Enero,China,Puerto Angamos,Litio,11780471.75,1470.28
2024,Enero,Corea del Sur,Antofagasta,Litio,1013896.52,60.20725
2024,Enero,Corea del Sur,Antofagasta,Litio,11152862.11,662.27975
2024,Enero,Corea del Sur,Puerto Angamos,Cobre,25962441.01,3003.121
2024,Enero,Corea del Sur,Puerto Angamos,Cobre,828212.44,100.188
2024,Enero,Corea del Sur,Puerto Angamos,Cobre,1653624.1,200.321
2024,Enero,Corea del Sur,Puerto Angamos,Cobre,5833120.54,702.229
2024,Enero,Corea del Sur,Puerto Angamos,Cobre,8807375.38,1055.854
2024,Enero,Corea del Sur,Puerto Angamos,Cobre,20579974.69,2479.426
2024,Enero,Corea del Sur,Puerto Angamos,Cobre,38359684.15,4631.504
2024,Enero,Corea del Sur,Puerto Angamos,Litio,1407663.78,115.7932
2024,Enero,Corea del Sur,Puerto Angamos,Litio,15026350.53,1236.6588
2024,Enero,Corea del Sur,Puerto Angamos,Litio,4.0,0.00206
2024,Enero,Corea del Sur,Puerto Angamos,Litio,596107.0,46.18125
2024,Enero,Corea del Sur,Puerto Angamos,Litio,4638160.7,425.89375
2024,Enero,Corea del Sur,Puerto Angamos,Litio,13888839.23,495.56
2024,Enero,Corea del Sur,Puerto Angamos,Litio,2020888.07,103.1
2024,Enero,Corea del Sur,Puerto Angamos,Litio,1063490.7,83.164
2024,Enero,Corea del Sur,Puerto Angamos,Litio,3441213.42,269.06
2024,Enero,España,Antofagasta,Cobre,4102598.41,500.47
2024,Enero,Estados Unidos de América,Antofagasta,Cobre,4173999.04,502.33
2024,Enero,Estados Unidos de América,Antofagasta,Cobre,12187329.0,1473.81
2024,Enero,Estados Unidos de América,Antofagasta,Cobre,26302265.79,3153.253
2024,Enero,Estados Unidos de América,Antofagasta,Cobre,44193054.01,5318.28
2024,Enero,Estados Unidos de América,Antofagasta,Litio,388683.37,15.165
2024,Enero,Estados Unidos de América,Antofagasta,Litio,219752.92,21.0
2024,Enero,Estados Unidos de América,Antofagasta,Litio,265069.9,24.46
2024,Enero,Estados Unidos de América,Puerto Angamos,Cobre,954029.27,114.604
2024,Enero,Estados Unidos de América,Puerto Angamos,Cobre,7451547.96,991.553
2024,Enero,Estados Unidos de América,Puerto Angamos,Cobre,12089541.99,1466.223
2024,Enero,Estados Unidos de América,Puerto Angamos,Cobre,28487040.08,3403.565
2024,Enero,Estados Unidos de América,Puerto Angamos,Cobre,122021196.95,14592.311
2024,Enero,Estados Unidos de América,Puerto Angamos,Litio,304051.51,31.26
2024,Enero,Francia,Antofagasta,Cobre,3376610.67,405.274
2024,Enero,Francia,Puerto Angamos,Cobre,58345303.67,6819.978
2024,Enero,India,Puerto Angamos,Cobre,26312638.24,3000.816
2024,Enero,Indonesia,Puerto Angamos,Cobre,4183424.62,503.627
2024,Enero,Italia,Antofagasta,Cobre,3333067.36,402.138
2024,Enero,Italia,Antofagasta,Cobre,4195762.63,505.298
2024,Enero,Italia,Antofagasta,Cobre,33576928.57,4005.411
2024,Enero,Japón,Puerto Angamos,Cobre,26096054.34,2999.69
2024,Enero,Japón,Puerto Angamos,Litio,14528052.11,443.485
2024,Enero,Japón,Puerto Angamos,Litio,18534233.72,619.2
2024,Enero,Japón,Puerto Angamos,Litio,832833.21,44.92
2024,Enero,Malasia,Puerto Angamos,Cobre,3759727.48,451.136
2024,Enero,México,Antofagasta,Cobre,1637519.37,202.654
2024,Enero,Países Bajos,Antofagasta,Cobre,8656897.93,994.485
2024,Enero,Países Bajos,Puerto Angamos,Cobre,42327593.33,5012.158
2024,Enero,Singapur,Puerto Angamos,Cobre,8298202.01,1003.015
2024,Enero,Sudáfrica,Antofagasta,Litio,264478.94,10.28
2024,Enero,Tailandia,Puerto Angamos,Cobre,2431413.92,300.744
2024,Enero,Tailandia,Puerto Angamos,Cobre,4187086.28,500.863
2024,Enero,Taiwán (Formosa),Puerto Angamos,Cobre,3762071.44,450.424
2024,Enero,Taiwán (Formosa),Puerto Angamos,Cobre,4141945.2,496.401
2024,Enero,Vietnam,Puerto Angamos,Cobre,2093489.4,250.719
2024,Enero,Vietnam,Puerto Angamos,Litio,118175.65,5.13
2024,Enero,Vietnam,Puerto Angamos,Litio,354526.93,15.39
2024,Enero,China,Arica,Cobre,1668915.37,201.855
2024,Enero,China,Chañaral / Barquito,Cobre,5794957.81,694.732
2024,Enero,China,Chañaral / Barquito,Cobre,59333826.33,7122.594
2024,Enero,China,Coronel,Cobre,2447241.42,294.65
2024,Enero,China,Coronel,Cobre,6790207.67,826.627
2024,Enero,China,Coronel,Cobre,10968217.23,1316.748
2024,Enero,China,Coronel,Litio,64.0,0.03296
2024,Enero,China,Coronel,Litio,15958850.16,536.64
2024,Enero,China,Coronel,Cobre,155825.68,19.329
2024,Enero,China,Lirquén,Cobre,429655.0,52.078
2024,Enero,China,Lirquén,Cobre,139096.0,21.026
2024,Enero,China,Lirquén,Cobre,174644.67,25.723
2024,Enero,Corea del Sur,Coronel,Litio,4.0,0.00206
2024,Enero,Corea del Sur,Coronel,Litio,12252345.23,433.6
2024,Enero,Corea del Sur,Lirquén,Cobre,498012.31,63.0
2024,Enero,Corea del Sur,San Vicente,Cobre,773711.7,102.129
2024,Enero,España,Coronel,Cobre,191388.92,21.984
2024,Enero,Japón,Coronel,Litio,3708998.75,123.84
2024,Enero,Malasia,Lirquén,Cobre,111400.32,20.672
2024,Enero,Tailandia,Coronel,Cobre,4176931.17,500.419
2024,Enero,Taiwán (Formosa),Coronel,Cobre,5043581.9,603.699
2024,Enero,Alemania,Aerop. A. Merino Benítez,Cobre,100.0,0.02
2024,Enero,Argentina,Aerop. A. Merino Benítez,Litio,88.8,1.046
2024,Enero,Canadá,Aerop. A. Merino Benítez,Oro,17885088.87,4.38703
2024,Enero,Canadá,Aerop. A. Merino Benítez,Oro,37758644.86,13.45874
2024,Enero,China,Aerop. A. Merino Benítez,Litio,206.04,0.02522
2024,Enero,China,Aerop. A. Merino Benítez,Litio,447.03,0.05178
2024,Enero,Corea del Sur,Aerop. A. Merino Benítez,Litio,15.8,0.00822
2024,Enero,Ecuador,Aerop. A. Merino Benítez,Plata,4422.6,0.0521
2024,Enero,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,23963714.3,0.384
2024,Enero,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,377477.24,0.16292
2024,Enero,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,3086877.29,1.36037
2024,Enero,Estados Unidos de América,Aerop. A. Merino Benítez,Plata,26357943.26,34.77
2024,Enero,Estados Unidos de América,Aerop. A. Merino Benítez,Litio,115.84,0.31
2024,Enero,Estados Unidos de América,Aerop. A. Merino Benítez,Litio,3.55,0.0011
2024,Enero,Japón,Aerop. A. Merino Benítez,Litio,14.8,0.0074
2024,Enero,Suiza,Aerop. A. Merino Benítez,Oro,19148000.11,1.546
2024,Enero,Suiza,Aerop. A. Merino Benítez,Oro,22323871.52,6.954
2024,Enero,Alemania,Iquique,Litio,2071168.0,61.92
2024,Enero,Alemania,Iquique,Litio,2428286.47,103.1
2024,Enero,Canadá,Iquique,Litio,400611.28,20.62
2024,Enero,China,Iquique,Cobre,180934.4,23.933
2024,Enero,China,Iquique,Cobre,583071.11,65.388
2024,Enero,China,Iquique,Cobre,1153036.72,181.428
2024,Enero,China,Iquique,Cobre,1245839.76,169.539
2024,Enero,China,Iquique,Cobre,2349605.62,296.86
2024,Enero,China,Iquique,Cobre,140986.32,24.21
2024,Enero,Corea del Sur,Iquique,Cobre,6393098.7,759.032
2024,Enero,Corea del Sur,Iquique,Cobre,1554021.79,207.75
2024,Enero,España,Iquique,Cobre,139641.5,22.32
2024,Enero,Estados Unidos de América,Iquique,Litio,3567123.09,137.256
2024,Enero,Estados Unidos de América,Iquique,Litio,12191256.37,460.1063
2024,Enero,Argentina,Cristo Redentor (Los Libertadores),Cobre,1065482.89,131.105
2024,Enero,Argentina,Cristo Redentor (Los Libertadores),Plata,178.18,0.00066
2024,Enero,Argentina,Cristo Redentor (Los Libertadores),Plata,23684.8,0.2061
2024,Enero,Bélgica,San Antonio,Cobre,166036.5,24.848
2024,Enero,Bélgica,San Antonio,Cobre,141635.23,21.08
2024,Enero,Brasil,San Antonio,Cobre,854086.39,100.04
2024,Enero,Brasil,San Antonio,Cobre,18606787.87,2222.172
2024,Enero,Brasil,San Antonio,Cobre,35593622.57,4226.148
2024,Enero,Brasil,San Antonio,Cobre,586154.83,75.938
2024,Enero,Brasil,San Antonio,Cobre,755659.74,98.81
2024,Enero,China,San Antonio,Cobre,42600598.25,4965.121
2024,Enero,China,San Antonio,Cobre,1049291.15,126.164
2024,Enero,China,San Antonio,Cobre,18941670.11,2337.126
2024,Enero,China,San Antonio,Cobre,28599684.73,3533.567
2024,Enero,China,San Antonio,Cobre,44991690.44,5400.707
2024,Enero,China,San Antonio,Cobre,175878.66,26.898
2024,Enero,China,San Antonio,Cobre,346854.89,43.21
2024,Enero,China,San Antonio,Cobre,465163.1,59.78
2024,Enero,China,San Antonio,Cobre,401245.1,74.56
2024,Enero,China,San Antonio,Cobre,122088.43,21.8
2024,Enero,China,San Antonio,Cobre,265806.71,40.59
2024,Enero,China,San Antonio,Cobre,738679.01,131.09
2024,Enero,China,San Antonio,Cobre,138928.03,18.66
2024,Enero,China,San Antonio,Cobre,163510.0,21.22
2024,Enero,China,San Antonio,Cobre,471822.68,73.88
2024,Enero,China,Valparaíso,Cobre,815125.18,100.965
2024,Enero,China,Valparaíso,Cobre,1648675.46,198.505
2024,Enero,China,Valparaíso,Cobre,2911030.07,352.461
2024,Enero,China,Valparaíso,Cobre,4949530.81,599.522
2024,Enero,China,Valparaíso,Cobre,16833588.14,2025.479
2024,Enero,China,Valparaíso,Cobre,55150633.95,6643.145
2024,Enero,China,Valparaíso,Cobre,374641.71,49.791
2024,Enero,China,Valparaíso,Litio,116.0,0.05974
2024,Enero,China,Valparaíso,Litio,1201827.91,148.77625
2024,Enero,China,Valparaíso,Litio,4268876.41,528.45875
2024,Enero,China,Valparaíso,Litio,21673102.5,763.68
2024,Enero,China,Valparaíso,Litio,398514.44,49.84
2024,Enero,China,Valparaíso,Litio,1992572.4,249.2
2024,Enero,China,Valparaíso,Cobre,849075.38,102.298
2024,Enero,China,Valparaíso,Cobre,19030215.18,2225.536
2024,Enero,Corea del Sur,San Antonio,Cobre,17773875.69,2105.031
2024,Enero,Corea del Sur,San Antonio,Cobre,1632692.43,201.385
2024,Enero,Corea del Sur,San Antonio,Cobre,6650107.01,799.631
2024,Enero,Corea del Sur,San Antonio,Cobre,134008.5,20.795
2024,Enero,Corea del Sur,San Antonio,Cobre,139529.37,20.81
2024,Enero,Corea del Sur,San Antonio,Cobre,164869.0,20.957
2024,Enero,Corea del Sur,San Antonio,Cobre,297784.09,40.77
2024,Enero,Corea del Sur,San Antonio,Cobre,298123.34,40.52
2024,Enero,Corea del Sur,San Antonio,Cobre,169454.0,21.343
2024,Enero,Corea del Sur,Valparaíso,Cobre,13344776.42,1613.396
2024,Enero,Corea del Sur,Valparaíso,Litio,21961856.48,805.26
2024,Enero,Corea del Sur,Valparaíso,Cobre,1567177.67,340.9722
2024,Enero,Corea del Sur,Valparaíso,Cobre,5793267.16,702.502
2024,Enero,España,San Antonio,Cobre,4237216.79,499.94
2024,Enero,Estados Unidos de América,San Antonio,Cobre,2593985.84,300.535
2024,Enero,Estados Unidos de América,San Antonio,Cobre,41494412.47,4900.607
2024,Enero,Estados Unidos de América,Valparaíso,Cobre,11056085.63,1325.936
2024,Enero,Francia,San Antonio,Cobre,5883614.25,703.273
2024,Enero,Italia,San Antonio,Cobre,3391194.66,400.076
2024,Enero,Japón,Valparaíso,Litio,6181664.58,206.4
2024,Enero,Malasia,San Antonio,Cobre,3201021.21,384.11
2024,Enero,Malasia,San Antonio,Cobre,9322.8,1.834
2024,Enero,Malasia,San Antonio,Cobre,997.5,0.152
2024,Enero,Malasia,San Antonio,Cobre,98854.72,16.296
2024,Enero,México,San Antonio,Cobre,8498643.71,1000.389
2024,Enero,Singapur,Valparaíso,Cobre,12488559.19,1495.342
2024,Enero,Singapur,Valparaíso,Cobre,3426847.91,411.811
2024,Enero,Suecia,San Antonio,Cobre,6364389.99,750.073
2024,Enero,Tailandia,San Antonio,Cobre,6844995.03,802.157
2024,Enero,Tailandia,San Antonio,Cobre,3311370.0,402.143
2024,Enero,Tailandia,San Antonio,Cobre,70263.18,25.03
2024,Enero,Tailandia,San Antonio,Cobre,72505.8,25.254
2024,Enero,Tailandia,San Antonio,Cobre,116165.6,22.42
2024,Enero,Tailandia,Valparaíso,Cobre,12477482.02,1501.505
2024,Enero,Taiwán (Formosa),San Antonio,Cobre,3226430.5,384.251
2024,Enero,Taiwán (Formosa),San Antonio,Cobre,905455.32,122.88
2024,Enero,Taiwán (Formosa),Valparaíso,Cobre,8352501.43,998.114
2024,Enero,Taiwán (Formosa),Valparaíso,Cobre,1657148.57,199.78
2024,Febrero,Alemania,Antofagasta,Cobre,1711275.65,200.64
2024,Febrero,Bélgica,Antofagasta,Litio,558752.64,42.067
2024,Febrero,Bélgica,Antofagasta,Litio,3965585.97,297.414
2024,Febrero,Bélgica,Antofagasta,Litio,247543.08,20.52
2024,Febrero,Bélgica,Antofagasta,Litio,2380587.54,197.592
2024,Febrero,Bélgica,Antofagasta,Litio,6844997.31,572.24
2024,Febrero,Brasil,Antofagasta,Cobre,2474481.42,294.887
2024,Febrero,Brasil,Antofagasta,Cobre,2488225.6,300.848
2024,Febrero,Brasil,Antofagasta,Cobre,4977830.25,601.61
2024,Febrero,Brasil,Antofagasta,Cobre,7958949.45,952.463
2024,Febrero,Brasil,Antofagasta,Cobre,17445302.75,2022.533
2024,Febrero,Brasil,Antofagasta,Cobre,36588220.07,4303.98
2024,Febrero,Brasil,Antofagasta,Litio,41672.46,2.06
2024,Febrero,Brasil,Antofagasta,Litio,104181.14,5.15
2024,Febrero,China,Puerto Angamos,Cobre,8590493.1,1001.93
2024,Febrero,China,Puerto Angamos,Cobre,42783095.69,4519.96
2024,Febrero,China,Puerto Angamos,Cobre,1659573.2,200.492
2024,Febrero,China,Puerto Angamos,Cobre,4071338.5,502.534
2024,Febrero,China,Puerto Angamos,Cobre,4192778.43,503.471
2024,Febrero,China,Puerto Angamos,Cobre,9149746.15,1103.55
2024,Febrero,China,Puerto Angamos,Cobre,51505208.5,6075.832
2024,Febrero,China,Puerto Angamos,Cobre,173065101.24,20385.792
2024,Febrero,China,Puerto Angamos,Cobre,214282758.1,25616.739
2024,Febrero,China,Puerto Angamos,Cobre,389459.2,50.82
2024,Febrero,China,Puerto Angamos,Litio,262.0,0.13493
2024,Febrero,China,Puerto Angamos,Litio,9730984.76,1272.265
2024,Febrero,China,Puerto Angamos,Litio,36631288.37,4801.935
2024,Febrero,China,Puerto Angamos,Litio,58885346.95,2125.92
2024,Febrero,China,Puerto Angamos,Litio,5845441.54,247.44
2024,Febrero,China,Puerto Angamos,Litio,7582268.48,996.8
2024,Febrero,China,Puerto Angamos,Litio,33442579.26,4385.92
2024,Febrero,Corea del Sur,Puerto Angamos,Cobre,416200.94,50.576
2024,Febrero,Corea del Sur,Puerto Angamos,Cobre,2544991.63,296.517
2024,Febrero,Corea del Sur,Puerto Angamos,Cobre,4160308.5,499.992
2024,Febrero,Corea del Sur,Puerto Angamos,Cobre,8332718.28,1001.355
2024,Febrero,Corea del Sur,Puerto Angamos,Cobre,8704956.72,1051.722
2024,Febrero,Corea del Sur,Puerto Angamos,Cobre,209413204.4,24533.278
2024,Febrero,Corea del Sur,Puerto Angamos,Litio,1201953.09,111.1503
2024,Febrero,Corea del Sur,Puerto Angamos,Litio,11190995.5,1037.2187
2024,Febrero,Corea del Sur,Puerto Angamos,Litio,221811.35,15.39375
2024,Febrero,Corea del Sur,Puerto Angamos,Litio,2332417.29,148.80625
2024,Febrero,Corea del Sur,Puerto Angamos,Litio,6664420.41,516.0
2024,Febrero,Corea del Sur,Puerto Angamos,Litio,1317803.78,133.464
2024,Febrero,Corea del Sur,Puerto Angamos,Litio,4829404.17,530.344
2024,Febrero,España,Antofagasta,Cobre,18528716.35,2245.716
2024,Febrero,Estados Unidos de América,Antofagasta,Cobre,13685187.35,1647.255
2024,Febrero,Estados Unidos de América,Antofagasta,Cobre,22137701.06,2530.796
2024,Febrero,Estados Unidos de América,Antofagasta,Cobre,30810965.69,3526.241
2024,Febrero,Estados Unidos de América,Antofagasta,Cobre,39318890.63,4712.509
2024,Febrero,Estados Unidos de América,Antofagasta,Litio,89662.34,8.376
2024,Febrero,Estados Unidos de América,Antofagasta,Litio,101390.5,10.26
2024,Febrero,Estados Unidos de América,Antofagasta,Litio,2472530.22,176.472
2024,Febrero,Estados Unidos de América,Antofagasta,Litio,1026814.44,97.84
2024,Febrero,Estados Unidos de América,Puerto Angamos,Cobre,12532359.84,1501.314
2024,Febrero,Estados Unidos de América,Puerto Angamos,Cobre,20576223.07,2498.544
2024,Febrero,Estados Unidos de América,Puerto Angamos,Cobre,33800962.84,3532.579
2024,Febrero,Estados Unidos de América,Puerto Angamos,Litio,936611.74,93.84
2024,Febrero,Francia,Puerto Angamos,Cobre,52990134.45,5753.164
2024,Febrero,India,Antofagasta,Cobre,101032521.14,11603.741
2024,Febrero,India,Puerto Angamos,Cobre,8583390.41,1001.94
2024,Febrero,India,Puerto Angamos,Cobre,22851411.1,2500.917
2024,Febrero,Italia,Antofagasta,Cobre,9314421.19,1006.725
2024,Febrero,Italia,Antofagasta,Cobre,9750034.49,1099.232
2024,Febrero,Italia,Puerto Angamos,Cobre,4414786.37,503.842
2024,Febrero,Japón,Puerto Angamos,Cobre,8673422.92,1000.49
2024,Febrero,Japón,Puerto Angamos,Litio,2702313.41,82.56
2024,Febrero,Japón,Puerto Angamos,Litio,4544239.92,300.745
2024,Febrero,Malasia,Puerto Angamos,Cobre,2078334.32,251.058
2024,Febrero,Malasia,Puerto Angamos,Cobre,6676334.38,703.795
2024,Febrero,Países Bajos,Antofagasta,Cobre,6116331.72,705.884
2024,Febrero,Países Bajos,Antofagasta,Cobre,27377020.61,3289.571
2024,Febrero,Países Bajos,Puerto Angamos,Cobre,10574204.38,1202.138
2024,Febrero,Singapur,Puerto Angamos,Cobre,837667.95,101.25
2024,Febrero,Sudáfrica,Antofagasta,Litio,531094.71,20.56
2024,Febrero,Tailandia,Puerto Angamos,Cobre,2058142.68,250.595
2024,Febrero,Taiwán (Formosa),Puerto Angamos,Cobre,833523.31,100.531
2024,Febrero,Taiwán (Formosa),Puerto Angamos,Cobre,13876927.47,1601.387
2024,Febrero,Vietnam,Puerto Angamos,Cobre,1309721.84,150.478
2024,Febrero,China,Arica,Cobre,2495218.8,302.612
2024,Febrero,Malasia,Arica,Cobre,142665.81,20.706
2024,Febrero,México,Arica,Cobre,829253.05,100.917
2024,Febrero,China,Coronel,Cobre,841474.27,101.257
2024,Febrero,China,Coronel,Cobre,5796952.93,698.267
2024,Febrero,China,Coronel,Cobre,8264677.68,999.755
2024,Febrero,China,Coronel,Cobre,8411043.65,1014.382
2024,Febrero,China,Coronel,Cobre,10617131.4,1282.732
2024,Febrero,China,Coronel,Litio,7232918.03,206.4
2024,Febrero,China,Coronel,Cobre,243881.78,32.769
2024,Febrero,China,Coronel,Cobre,142530.64,26.038
2024,Febrero,China,Coronel,Cobre,63728.6,7.872
2024,Febrero,China,Lirquén,Cobre,203771.31,26.54
2024,Febrero,China,Lirquén,Cobre,309749.75,40.199
2024,Febrero,China,Lirquén,Cobre,625833.18,79.114
2024,Febrero,China,Lirquén,Cobre,144026.0,26.04
2024,Febrero,China,Lirquén,Cobre,232020.13,41.571
2024,Febrero,Corea del Sur,Coronel,Cobre,2911139.33,352.839
2024,Febrero,Corea del Sur,Coronel,Cobre,4140465.44,503.479
2024,Febrero,Corea del Sur,Coronel,Litio,5406792.82,165.12
2024,Febrero,Corea del Sur,Lirquén,Cobre,150066.57,20.283
2024,Febrero,Corea del Sur,Lirquén,Cobre,154168.0,20.441
2024,Febrero,Corea del Sur,San Vicente,Cobre,89459.31,11.893
2024,Febrero,Japón,Coronel,Litio,3090832.29,103.2
2024,Febrero,Japón,Coronel,Litio,618166.46,20.64
2024,Febrero,Malasia,Lirquén,Cobre,2185.0,12.39
2024,Febrero,Tailandia,Coronel,Cobre,7457705.09,902.567
2024,Febrero,Taiwán (Formosa),Coronel,Cobre,3744073.65,450.796
2024,Febrero,Taiwán (Formosa),Coronel,Cobre,6653418.09,802.618
2024,Febrero,Taiwán (Formosa),Lirquén,Cobre,202464.0,26.56
2024,Febrero,Vietnam,Coronel,Cobre,1267974.04,152.2
2024,Febrero,Alemania,Aerop. A. Merino Benítez,Litio,120.0,0.14005
2024,Febrero,Brasil,Aerop. A. Merino Benítez,Plata,224088.0,0.32
2024,Febrero,Canadá,Aerop. A. Merino Benítez,Litio,2.0,0.00011
2024,Febrero,Canadá,Aerop. A. Merino Benítez,Oro,35967299.24,14.23313
2024,Febrero,Canadá,Aerop. A. Merino Benítez,Cobre,128.28,0.0003
2024,Febrero,Canadá,Aerop. A. Merino Benítez,Litio,105.36,0.222
2024,Febrero,Corea del Sur,Aerop. A. Merino Benítez,Litio,231.6,0.02655
2024,Febrero,Corea del Sur,Aerop. A. Merino Benítez,Litio,4.0,0.00206
2024,Febrero,Ecuador,Aerop. A. Merino Benítez,Plata,37938.6,0.26553
2024,Febrero,España,Aerop. A. Merino Benítez,Cobre,528.59,0.0171
2024,Febrero,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,9839092.62,0.156
2024,Febrero,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,463981.47,0.2025
2024,Febrero,Estados Unidos de América,Aerop. A. Merino Benítez,Oro,3583413.75,1.21791
2024,Febrero,Estados Unidos de América,Aerop. A. Merino Benítez,Plata,20931755.32,28.112
2024,Febrero,Estados Unidos de América,Aerop. A. Merino Benítez,Litio,20.55,0.029
2024,Febrero,Estados Unidos de América,Aerop. A. Merino Benítez,Litio,15.0,0.0016
2024,Febrero,Estados Unidos de América,Aerop. A. Merino Benítez,Litio,20.55,0.0012
2024,Febrero,Japón,Aerop. A. Merino Benítez,Litio,49.2,0.0075
2024,Febrero,Suiza,Aerop. A. Merino Benítez,Oro,9876008.52,0.151
2024,Febrero,Suiza,Aerop. A. Merino Benítez,Oro,6631774.65,2.24624
2024,Febrero,Suiza,Aerop. A. Merino Benítez,Oro,10519335.92,0.966
2024,Febrero,Suiza,Aerop. A. Merino Benítez,Oro,28652999.86,11.618
2024,Febrero,Taiwán (Formosa),Aerop. A. Merino Benítez,Litio,2.0,0.00103
2024,Febrero,Alemania,Iquique,Litio,631696.28,20.6
2024,Febrero,Bélgica,Iquique,Cobre,67192.14,8.9
2024,Febrero,Bélgica,Iquique,Cobre,98206.4,16.46
2024,Febrero,Canadá,Iquique,Litio,400593.28,20.62
2024,Febrero,China,Iquique,Cobre,4059228.64,520.43
2024,Febrero,China,Iquique,Cobre,204453.38,36.38
2024,Febrero,Corea del Sur,Iquique,Cobre,766298.68,103.98
2024,Febrero,España,Iquique,Cobre,133908.0,21.26
2024,Febrero,Estados Unidos de América,Iquique,Litio,6490418.83,328.176
2024,Febrero,Estados Unidos de América,Iquique,Litio,1719874.32,141.342
2024,Febrero,Alemania,San Antonio,Cobre,4382893.32,500.155
2024,Febrero,Argentina,Cristo Redentor (Los Libertadores),Cobre,864139.82,104.472
2024,Febrero,Argentina,Cristo Redentor (Los Libertadores),Plata,44685.07,0.42022
2024,Febrero,Brasil,San Antonio,Cobre,826570.26,100.019
2024,Febrero,Brasil,San Antonio,Cobre,29402551.5,3460.287
2024,Febrero,Brasil,San Antonio,Cobre,52337872.15,6225.702
2024,Febrero,Brasil,San Antonio,Cobre,785213.94,101.17
2024,Febrero,China,San Antonio,Cobre,197702.25,25.2
2024,Febrero,China,San Antonio,Cobre,994936.66,103.564
2024,Febrero,China,San Antonio,Cobre,12855713.93,1456.372
2024,Febrero,China,San Antonio,Cobre,290889.99,48.83
2024,Febrero,China,San Antonio,Cobre,307526.0,48.73
2024,Febrero,China,San Antonio,Cobre,1255146.25,151.457
2024,Febrero,China,San Antonio,Cobre,2495811.99,300.103
2024,Febrero,China,San Antonio,Cobre,3738050.47,450.689
2024,Febrero,China,San Antonio,Cobre,4938555.76,603.226
2024,Febrero,China,San Antonio,Cobre,38642172.89,4707.655
2024,Febrero,China,San Antonio,Cobre,206445.72,25.752
2024,Febrero,China,San Antonio,Cobre,552913.7,73.95
2024,Febrero,China,San Antonio,Cobre,660756.75,85.03
2024,Febrero,China,San Antonio,Cobre,1183150.48,155.62
2024,Febrero,China,San Antonio,Cobre,283433.93,49.56
2024,Febrero,China,San Antonio,Cobre,129980.57,20.29
2024,Febrero,China,San Antonio,Cobre,261342.64,43.64
2024,Febrero,China,San Antonio,Cobre,538197.09,90.16
2024,Febrero,China,San Antonio,Cobre,1041056.99,147.144
2024,Febrero,China,San Antonio,Cobre,1076898.27,153.457
2024,Febrero,China,Valparaíso,Cobre,2312819.89,282.754
2024,Febrero,China,Valparaíso,Cobre,9223440.02,1108.513
2024,Febrero,China,Valparaíso,Cobre,10704580.19,1299.978
2024,Febrero,China,Valparaíso,Cobre,17941875.67,2179.121
2024,Febrero,China,Valparaíso,Litio,114.0,0.05871
2024,Febrero,China,Valparaíso,Litio,55343546.56,1754.4
2024,Febrero,China,Valparaíso,Litio,6327636.83,268.06
2024,Febrero,China,Valparaíso,Cobre,3695570.13,442.57
2024,Febrero,China,Valparaíso,Cobre,280576.0,49.237
2024,Febrero,China,Valparaíso,Cobre,2183713.0,278.885
2024,Febrero,Corea del Sur,San Antonio,Cobre,36804299.35,4159.232
